community_id,community_name,image_credit,image_date_taken,image_license,image_source_url,image_path
1065,Nālandā,NULL,NULL,NULL,NULL,/uploads/communities/0c445-Nalanda_University_India_ruins.jpg
1066,Tharpaling,NULL,NULL,NULL,NULL,/uploads/communities/932f8-tharpaling.jpg
1070,Sera Tekchen Chokhorling,Image courtesy of Sarah H. Jacoby. Used by permission.,NULL,NULL,NULL,/uploads/communities/4768c-Sera-Monastery.jpg
1071,Bennak,© Sarah H. Jacoby,NULL,NULL,NULL,/uploads/communities/693fd-Screen-Shot-2016-03-22-at-9.11.02-AM.png
1073,Māratika,NULL,NULL,NULL,NULL,/uploads/communities/c0399-Screen-Shot-2016-03-15-at-1.49.43-PM.png
1081,Tso Pema,Doron,2003-08-01,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:RewalsarLake.jpg,/uploads/communities/4e916-Screen-Shot-2016-03-24-at-2.12.46-PM.png
1082,Yarlha Shampo,NULL,NULL,NULL,NULL,/uploads/communities/a3923-Screen-Shot-2016-03-28-at-12.57.13-PM.png
1083,Khawa Karpo,NULL,NULL,NULL,NULL,/uploads/communities/3c149-R0010879.JPG
1084,Kailash,NULL,NULL,NULL,NULL,/uploads/communities/c7c29-kailash.JPG
1085,Tsāri,Panaramio,NULL,NULL,http://www.panoramio.com/photo/32432759,/uploads/communities/986c4-Screen-Shot-2016-03-28-at-3.40.00-PM.png
1086,Amnye Machen,NULL,NULL,NULL,NULL,/uploads/communities/0dc04-amnyemachen.png
1091,Khyage,NULL,NULL,NULL,NULL,/uploads/communities/cdc2b-Screen-Shot-2016-04-14-at-2.05.28-PM.png
1092,Sadutshang Manor House,Wisdom Publications,NULL,NULL,NULL,/uploads/communities/f2905-photo-(9).JPG
1098,Abbots,NULL,NULL,NULL,NULL,/uploads/communities/abbot.jpg
1099,Bhutan House,NULL,NULL,NULL,NULL,/uploads/communities/3d9a1-BhutanHouse.jpeg
1101,Lotsawa Lhakhang,Tibet Heritage Fund,NULL,NULL,http://www.tibetheritagefund.org/pages/projects/ladakh.php,/uploads/communities/f3bf2-Screen-Shot-2016-05-10-at-1.04.48-PM.png
1102,Alchi Chokhor,NULL,NULL,NULL,NULL,/uploads/communities/88374-Screen-Shot-2016-05-10-at-1.38.48-PM.png
1103,Likir,NULL,NULL,NULL,NULL,/uploads/communities/723cb-Likir_Gompa.jpg
1110,Rahor,Kevin Tobin,NULL,NULL,NULL,/uploads/communities/4fb28-Screenshot-2024-03-11-at-9.43.49 AM.jpeg
1116,Military,NULL,NULL,NULL,NULL,/uploads/communities/military.jpg
1118,Tsibri,Rubin Museum of Art,NULL,NULL,https://www.himalayanart.org/items/65719,/uploads/communities/863d9-Screen-Shot-2018-05-14-at-10.40.09-AM.png
1120,Buchu Lhakhang,Rubin Museum of Art,NULL,NULL,https://www.himalayanart.org/items/65719,/uploads/communities/6e5aa-Screen-Shot-2016-06-14-at-12.50.10-PM.png
1121,Katsel,NULL,NULL,NULL,NULL,/uploads/communities/59035-katsel.png
1122,Drampagyang,NULL,NULL,NULL,NULL,/uploads/communities/eadf2-drampagyang.png
1123,Tsangdram,Rubin Museum of Art,NULL,NULL,NULL,/uploads/communities/1d212-tsangdram.png
1124,Traduntse,NULL,NULL,NULL,NULL,/uploads/communities/54f53-traduntse.png
1125,Mangyul Jamtrin Lhakhang,NULL,NULL,NULL,NULL,/uploads/communities/8110c-jamtrin.png
1140,Wutai Shan,NULL,NULL,NULL,NULL,/uploads/communities/d4c5d-Screen-Shot-2016-07-22-at-10.13.01-AM.png
1142,Kokonor,Anna Sehnalova,2015-08-08,© Anna Sehnalova,NULL,/uploads/communities/13904-kokonor-lake.jpeg
1144,Drakkar Tashiding,Marlene Erschbamer,NULL,NULL,NULL,/uploads/communities/67ccf-ChogyelLhakhangTashiding.jpg
1145,Paro Taktsang,Douglas J. McLaughlin,NULL,NULL,https://en.wikipedia.org/wiki/Paro_Taktsang#/media/File:Taktshang_edit.jpg,/uploads/communities/4cd30-paro-taktsang.jpg
1150,Zungchu Zi,NULL,NULL,NULL,NULL,/uploads/communities/8cc32-Screen-Shot-2016-07-25-at-5.08.35-PM.png
1151,Zangri Kangmar,NULL,NULL,NULL,NULL,/uploads/communities/88c22-Screen-Shot-2018-05-11-at-4.24.49-PM.png
1158,Bodhgaya,"Jakub Michankow, Wikimedia Commons",NULL,NULL,https://commons.wikimedia.org/wiki/File:Exterior_view_of_the_Mahabodhi_Temple.jpg,/uploads/communities/d6f6b-Exterior_view_of_the_Mahabodhi_Temple.jpg
1162,Tachogang Lhakhang,NULL,NULL,NULL,http://www.ktktours.com.tw/view.php?pid=52,/uploads/communities/c65b5-Screen-Shot-2017-06-20-at-7.17.45-PM.png
1163,Labchi,NULL,NULL,NULL,NULL,/uploads/communities/b13e7-La-Phyi.jpg
1164,Emei Shan,NULL,NULL,NULL,NULL,/uploads/communities/8dd7b-Mount_Emei_pic_1.jpg
1166,Yershong,NULL,NULL,NULL,NULL,/uploads/communities/1a594-Screen-Shot-2016-08-08-at-2.54.20-PM.png
1169,Riwo Jakang,NULL,NULL,NULL,NULL,/uploads/communities/5c83d-Screen-Shot-2016-08-09-at-4.36.24-PM.png
1172,Yarlung Pemako,Do Khyentse Yeshe Dorje Namtar,NULL,NULL,https://www.tbrc.org/#library_work_ViewByOutline-O1GS1380251GS138188%7CW1KG987,/uploads/communities/15a00-yarlung-pemako.jpg
1179,Tokden Monastery,Anna Sehnalova,2016-02-25, © Anna Sehnalova,NULL,/uploads/communities/c97f3-tokden.jpeg
1184,Yarlung Sheldrak,© Professor Geoff Childs,1985-04-01,NULL,NULL,/uploads/communities/ec737-Yarlung-Sheldrag-GChilds-1985.jpg
1187,Ga Benchen Monastery,Ron Greenberg,NULL,NULL,NULL,/uploads/communities/d9701-Benchen-Gompa-1998.jpg
1190,Khamarin Khiid,NULL,NULL,NULL,NULL,/uploads/communities/23b01-khamariin-khiid.jpg
1191,Riwo Gegye Ganden Shedrubling,NULL,NULL,NULL,NULL,/uploads/communities/a9fd9-zuun-khuree.jpg
1192,Amarbayasgalant,NULL,NULL,NULL,NULL,/uploads/communities/137e6-amarbayasgalant.jpeg
1194,Kunga Choling,NULL,NULL,NULL,NULL,/uploads/communities/b8cd5-Screen-Shot-2016-11-04-at-4.41.44-PM.png
1195,Gyu Dratsang,NULL,NULL,NULL,NULL,/uploads/communities/144a8-Screen-Shot-2016-11-04-at-4.56.11-PM.png
1196,Nedong Tsetsokpa,"E. Schäfer, Bundesarchiv",NULL,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/a/a5/Bundesarchiv_Bild_135-S-15-14-23%2C_Tibetexpedition%2C_Blick_auf_Netong.jpg,/uploads/communities/eb640-bundesarchiv_nedong.jpg
1200,Baruun Khiid,NULL,NULL,NULL,NULL,/uploads/communities/3fa97-baruun-khiid.jpg
1201,Pekar Choling,NULL,NULL,NULL,NULL,/uploads/communities/036cd-Screen-Shot-2016-12-06-at-11.02.55-AM.png
1204,Erdene Zuu,NULL,NULL,NULL,NULL,/uploads/communities/64efd-Screen-Shot-2016-12-06-at-11.52.56-AM.png
1216,Ringu Monastery,Karma,2015-07-14,CC-BY-NC-ND,NULL,/uploads/communities/eb934-IMG_7193.JPG
1219,Beri Monastery,"Tibet Heritage Fund, Used by Permission",NULL,NULL,http://www.tibetheritagefund.org/pages/projects/rural-tibet-projects/sichuan-program-kham/beri-monastery.php,/uploads/communities/7624c-beri.jpg
1221,Lhamo Latso,NULL,NULL,NULL,NULL,/uploads/communities/d815c-Screen-Shot-2017-06-13-at-1.50.59-PM.png
1222,Manasarovar,Wikipedia,NULL,NULL,https://en.wikipedia.org/wiki/Lake_Manasarovar#/media/File:Manasarovar_lake.jpg,/uploads/communities/0c79d-Manasarovar_lake.jpg
1232,Drakkar Taso,© Professor Geoff Childs,2000-07-01,NULL,NULL,/uploads/communities/d30a2-Drakkar-Taso-GChilds-2000.jpg
1235,Tubchen Dargye Ling,NULL,NULL,NULL,NULL,/uploads/communities/7293b-Screen-Shot-2018-03-27-at-2.07.10-PM.png
1236,Druk Jangchub Choling,NULL,NULL,NULL,NULL,/uploads/communities/03991-drukjangchubcholing.jpg
1241,Ya Nga Chamda Ganden Khacho Ling,NULL,NULL,NULL,NULL,/uploads/communities/0d8c2-Kharkyodling-Nunnery-Tibet.jpg
1245,Pema Shelpuk,Matteo Pistono,NULL,NULL,http://www.rigpawiki.org/images/b/b1/Pema_Shelpuk.jpg,/uploads/communities/9b669-Pema_Shelpuk.jpg
1246,Ara Khamtsen,Jose Ignacio Cabezon,NULL,NULL,http://www.thlib.org/places/monasteries/sera/colleges.php#iframe=/places/monasteries/sera/spaces/map/phpConx.php?idNum=s031,/uploads/communities/37774-Ara-Khamtsen-Tibet.jpg
1248,Shadrang ,Kalsang Nyima,NULL,NULL,NULL,/uploads/communities/ce5c0-Shadrang-2.jpg
1252,Indian Masters,NULL,NULL,NULL,NULL,/uploads/communities/Arhat2.jpg
1256,Dungsam Riwo Tengyeling,NULL,NULL,NULL,NULL,/uploads/communities/86027-yongla-dungsam.jpg
1257,Trashigang Dzong,NULL,NULL,NULL,https://www.bhutandzongs.com/wp-content/uploads/2013/05/Trashigang-Dzong-Fortress-in-Bhutan.jpg,/uploads/communities/35627-Trashigang-Dzong.jpg
1258,Kongpo Bonri,NULL,NULL,NULL,NULL,/uploads/communities/0e389-kongpo-bonri-main.jpg
1266,Menri (Dolanji),NULL,NULL,NULL,https://bnomadic.com/2015/09/24/dolanji-tibet-bon-menri-monastery/,/uploads/communities/07851-Screen-Shot-2017-12-14-at-2.45.48-PM.png
1272,Namtso,Wikipedia,NULL,NULL,https://en.wikipedia.org/wiki/Namtso#/media/File:NamTso_scene.jpg,/uploads/communities/a905d-namtso.jpg
1274,Zhamar Monastery,Hanung Kim,2017-05-28,CC BY-NC 4.0,NULL,/uploads/communities/1c21c-zhamar.jpeg
1275,Tsogyel Latso,NULL,NULL,© Matthew Akester,NULL,/uploads/communities/5781d-tsogyel-lhatso-akester.jpg
1283,Thikse Monastery,Narender9,2167-08-31,CC-BY-SA 3.0,https://commons.wikimedia.org/w/index.php?curid=32796691,/uploads/communities/0e46a-Thiksey_Monastery_near_Leh.jpg
1287,Tawang Monastery,Vikramjit Kakati,NULL,NULL,https://commons.wikimedia.org/wiki/File:Tawang_Monastery_(Tibetan_Buddhist).jpg,/uploads/communities/eb40e-Tawang_Monastery_(Tibetan_Buddhist).jpg
1294,Lo Monastery,NULL,NULL,NULL,http://you.ctrip.com/photos/sight/daocheng342/r43887-11606231.html,/uploads/communities/c9bb8-Screen-Shot-2018-01-24-at-5.40.51-PM.png
1295,Dambadarjaa Monastery,NULL,NULL,NULL,https://mongolianobserver.mn/dambadarjaalin-monastery/dambadarjaa-monastery/,/uploads/communities/6a7e8-Dambadarjaa-monastery-810x544.jpg
1300,Zhungpa Khamtsen,Sera Monastery Project by Jose Cabezon,NULL,NULL,http://www.thlib.org/places/monasteries/sera/spaces/#iframe=/places/monasteries/sera/spaces/map/phpConx.php?idNum=s001,/uploads/communities/2a040-Zhungpa-Khamtsen.png
1303,Gangri Tokar,Pete Fry: Rigpa Wiki,2007-08-04,CC BY-NC,https://www.rigpawiki.org/index.php?title=File:Gangri_Thokar.jpg,/uploads/communities/914ba-Gangri-tokar.jpg
1305,Sani Gonpa,Wikimedia,2012-07-18,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:SaniCrematoryGrounds.jpg,/uploads/communities/1ee21-SaniCrematoryGrounds.jpg
1312,Roerich House,International Roerich Memorial Trust website,NULL,NULL,http://irmtkullu.com/objects-of-the-trust/the-roerichs-memorial-house/,/uploads/communities/23a51-House-Arch-11.png
1315,Lhopa Khamtsen,John Newman (The Sera Project @THL by Jose Cabezon),NULL,NULL,http://www.thlib.org/places/monasteries/sera/spaces/map/phpConx.php?idNum=s019,/uploads/communities/ba90c-Lhopa.jpg
1316,Khordong Monastery,Varvara Chatzisavva,NULL,NULL,NULL,/uploads/communities/9a648-Khordon-Gonpa-3_2019.jpg
1317,Nyetang Mokchok,Shangpa Kagyu Foundation,NULL,NULL,https://www.shangpafoundation.org/library/sites-page/mokchok-hermitage/,/uploads/communities/34d7c-mokchok-hermitage.jpg
1320,Shukjung Monastery,Matteo Pistono,NULL,NULL,https://www.rigpawiki.org/images/5/55/Shukchung_monastery.jpg,/uploads/communities/e750c-shukchung_gon.jpg
1323,Do Dorje Drak,Ernest Henry Wilson,2158-11-30,NULL,NULL,/uploads/communities/860da-Do-Dorje-Drak.jpg
1325,Yamdrok Lake,Peter Vigier,NULL,NULL,https://en.wikipedia.org/wiki/Yamdrok_Lake#/media/File:Yamdrok-tso.jpg,/uploads/communities/496a9-Yamdrok-tso.jpg
1327,Nyarongsha School,Tibet Heritage Fund,NULL,NULL,NULL,/uploads/communities/efb8e-Screen-Shot-2018-10-26-at-2.37.48-PM.png
1329,Chumik,"Jamyang Khyentse Wangpo's Guide to Central Tibet. Chicago, IL: Serindia Publications",1994-01-01,© MatthewAkester,NULL,/uploads/communities/e31ef-tsang-chumik.jpg
1331,Odantapuri,"Beglar, Joseph David",1875-01-01,Public Domain,"https://commons.wikimedia.org/wiki/File:Old_ruined_gate_of_the_fort,_Bihar.jpg",/uploads/communities/db3b4-fort-bihar.jpg
1332,Yanglesho,NULL,NULL,NULL,NULL,/uploads/communities/878c3-Screen-Shot-2019-02-13-at-1.02.06-PM.png
1333,Namo Buddha,Rigpa Wiki,NULL,NULL,http://www.rigpawiki.org/images/8/88/Namobuddha_stupa.jpg,/uploads/communities/78bd6-Namobuddha_stupa.jpg
1335,Dzogchen Yamāntaka Cave,Introduction to Dzogchen Monastery,NULL,NULL,https://www.tbrc.org/#library_work_ViewInWIndow-W1CZ2507%7CI1CZ2522%7C1%7C1%7C1%7C78,/uploads/communities/7152d-Screen-Shot-2019-04-09-at-10.25.19-AM.png
1336,Pungpo Riwoche,Jamyang Khyentse Wangpo's Guide to Central Tibet,NULL,© Matthew Akester,NULL,/uploads/communities/84287-pungpo-riwoche.jpg
1339,Lhadrang Monastery,Varvara Chatzisavva,2023-06-01,NULL,NULL,/uploads/communities/c3c33-Ladrang-gon.jpg
1342,Pangpuk,Catherine Brown,NULL,CC-BY-NC-SA,NULL,/uploads/communities/b9bac-image0.jpeg
1344,Yilhung Lhatso,Katia Buffetrille ,NULL,© Katia Buffetrille ,NULL,/uploads/communities/bb199-yilung-mtsho.jpeg
1345,Yumbu Lagang,© Professor Geoff Childs,1985-04-01,NULL,NULL,/uploads/communities/2a87d-Yumbu-Lagang-GChilds-1985.jpg
1348,Hepo Ri,Diana Lange,2012-06-04,CC-BY-NC-ND,NULL,/uploads/communities/71ea8-hepori.jpeg
1352,Ngedon Dongak Chokhor Ling,Thinley Dorje Lama,NULL,NULL,NULL,/uploads/communities/1f014-ngedon-dongak-chokhor-ling.jpg
1353,Pemayangtse,"Walter Callens, Wikimedia Commons.",NULL,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Main_Shrine_of_Pemangytse_Gompa_with_prayer_flags.jpg,/uploads/communities/c980d-Front_view_of_Pemayangtse_monastery.jpg
1354,Namgyal Institute of Tibetology,Subhrajyoti Saha,2018-05-15,CC BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Namgyal_Institute_of_Tibetology_Front_Panorama.jpg/1920px-Namgyal_Institute_of_Tibetology_Front_Panorama.jpg,/uploads/communities/1dcf8-Namgyal_Institute_of_Tibetology.jpg
1355,Vikramaśīla,Rakesh Ranjan,NULL,CC BY 2.0,https://en.wikipedia.org/wiki/Vikramashila#/media/File:Vikramshila-7.jpg,/uploads/communities/a0c5c-Vikramshila.jpg
1356,Drakmar Drinzang,Photo Courtesy Matthew Akester,1935-01-01,© Sikkim Lhayum Collection,NULL,/uploads/communities/908a7-drakmar-drinzang.jpg
1364,Khyunglung Ngulkhar,John Bellezza,2000-01-01,© John Bellezza,NULL,/uploads/communities/74598-khyunglung-ngulkhar.jpg
1370,Indo Tibetan Buddhist Cultural Institute,Indo Tibetan Buddhist Cultural Institute,NULL,NULL,http://www.itbci.org/aboutus.html,/uploads/communities/36770-ITBCI.jpg
1374,St. Joseph's School,NULL,NULL,NULL,NULL,/uploads/communities/467b4-StJosephsCollege.jpg
1380,Kilung,© Kilung Foundation,NULL,NULL,https://www.kilung.org/the-story-of-kilung-monastery/,/uploads/communities/ef2cf-Kilung.jpg
1394,Dangkhar,Yannick Laurent,NULL,NULL,NULL,/uploads/communities/003b7-Dangkhar.JPG
1396,Kanchendzonga,Kalzang Dorjee Bhutia,NULL,CC BY-SA 4.0,NULL,/uploads/communities/8c436-Kanchendzonga-(1).jpg
1397,Borobudur,Unknown Author,NULL,CC0,https://commons.wikimedia.org/wiki/File:Panoramic_views_of_Borobudur.jpg,/uploads/communities/7a111-Borobudur.jpg
1398,Daktok,John Hill,2010-08-26,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Entrance_to_Guru_Rinpoche%27s_cave_at_Thak_Thok.jpg#file,/uploads/communities/c30ba-daktok.jpg
1402,Nyenchen Tanglha,McKay Savage,2006-05-09,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Tibet_06_-_036_-_Nyenchen_Tanglha_1_(150276656).jpg,/uploads/communities/7e61f-nyenchentanglha.jpg
1405,Matho,Nellyrieuf,2013-01-29,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Matho_Monastery.jpg,/uploads/communities/2b65c-Matho_Monastery.jpg
1406,Spituk,Redtigerxyz,2009-12-04,CC BY-SA 3.0,NULL,/uploads/communities/df9e8-Spituk.jpg
1407,Stok Royal Palace,Medovar,2013-07-06,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Namgyal_Palace_in_Stok.jpg,/uploads/communities/b76b0-Namgyal_Palace_in_Stok.jpg
1408,Samstanling,SS Barakzai,NULL,NULL,NULL,/uploads/communities/a0cc6-Samstanling.jpg
1410,Mulagandhakuti Vihara,Yusuke Kawasaki,2008-12-31,CC BY 2.0,https://en.wikipedia.org/wiki/Sarnath#/media/File:A_Buddhist_temple_at_Sarnath.jpg,/uploads/communities/2e908-vihara-sarnath.jpg
1412,Pethub Stangey Choskhorling,Michael Eisenriegler,2008-08-01,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Bakula_Rinpoche%27s_Monastery_in_Ulaanbaatar_(2818135029).jpg,/uploads/communities/66c1d-petub-khiid.jpg
1413,Ivolginsky Datsan,Oleg Bor,2017-07-05,CC BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/3/3c/Tsogchen-dugan._The_main_cathedral_church_of_the_Ivolginsky_datsan.jpg,/uploads/communities/c6eef-Ivolginsky-datsan.jpg
1414,Key,Pranav perspective,2018-07-19,CC BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/4/49/1000_Year_loop.jpg,/uploads/communities/bd18a-kyi-monastery.jpg
1417,Diskit,Debrup Majumdar,2012-08-14,CC-BY-SA-3.0,https://commons.wikimedia.org/wiki/File:Diskit_Monastery.JPG,/uploads/communities/5c4c1-Diskit_Monastery.jpg
1418,Charasa,Jigmet Namgial,2018-04-01,NULL,"https://www.google.com/maps/@34.6740014,77.5551503,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMkbC3gexKBYG9wrmeYP5SSZQCQqMhEvhpcq-ck!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMkbC3gexKBYG9wrmeYP5SSZQCQqMhEvhpcq-ck%3Dw203-h130-k-no!7i2088!8i1341",/uploads/communities/2a785-charasa.jpg
1419,Ensa,Quentin Devers,2010-01-01,© Quentin Devers,NULL,/uploads/communities/205c6-Ensa---Treasury-of-Lives.jpg
1421,Stongdey,Rob Linrothe,1994-01-01, © Rob Linrothe,https://digitalcollections.library.northwestern.edu/items/69112300-34bf-40c0-a5e7-2658976ac839,/uploads/communities/51369-stongdey.jpg
1422,Phuktal,hamon jp,1991-08-01,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/5/50/Zanskar_Phuktal_01.jpg,/uploads/communities/d65b9-phugtal.jpg
1423,Karsha,hamon jp,1991-08-01,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/1/18/Zanskar_Kursha_gompa_02.jpg,/uploads/communities/00045-karsha.jpg
1426,Taktsang Lhamo Kīrti,Anna Sehnalova,2015-07-02,© Anna Sehnalova,NULL,/uploads/communities/c6380-taktsang-lhamo-kirti.jpeg
1428,Achung Namdzong,Gray Tuttle,2016-07-01,© Gray Tuttle,NULL,/uploads/communities/b3386-NamDzong-tse_0717.jpeg
1431,Mahā Kyilung,thub bstan 2008.,NULL,NULL,NULL,/uploads/communities/e274d-Kyilung.jpg
1437,Tabka,Ngawang Dorje,2167-12-31,NULL,NULL,/uploads/communities/b5dba-Tabka-Stupa.jpg
1442,Naropa University,BuddhaNU,2012-01-01,CC BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Naropa-University_Arapahoe-Campus.JPG/1083px-Naropa-University_Arapahoe-Campus.JPG,/uploads/communities/7117b-Naropa-University.JPG
1443,Gampo Abbey,Nicole Bratt,2012-05-21,CC BY-SA 2.0 ,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Stupa_of_Enlightenment_Gampo_Abbey.jpg/1024px-Stupa_of_Enlightenment_Gampo_Abbey.jpg,/uploads/communities/3df11-Stupa_Gampo_Abbey.jpg
1445,Karmê Chöling,karmecholing,2013-06-25,CC BY-SA 3.0,https://en.wikipedia.org/wiki/Karm%C3%AA_Ch%C3%B6ling#/media/File:KCL_pond_2.jpg,/uploads/communities/b52dc-Karme-Choling.jpg
1447,Boulder Shambhala Center,NULL,NULL,NULL,NULL,/uploads/communities/7a279-Boulder-Shambhala-Center.jpeg
1448,Shambhala Mountain Center,Michael Zimmer,2006-06-21,CC BY-SA 2.5,https://en.wikipedia.org/wiki/Shambhala_Mountain_Center#/media/File:Shambhala.jpg,/uploads/communities/a1c83-Shambhala-Mountain-Center.jpg
1452,Kagyu Kunchab Chuling,NULL,NULL,NULL,NULL,/uploads/communities/44400-Kagyu-Kunchab-Chuling.png
1453,Kunzang Dechen Osel Ling,NULL,NULL,NULL,NULL,/uploads/communities/dc9df-Kunzang-Dechen-Dzong.jpeg
1459,Kagyu Dzong,Ordifana75,2011-08-28,CC BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/8/88/Paris_12e_-_Pagode_du_bois_de_Vincennes_-_Kagyu-Dzong.jpg,/uploads/communities/227e6-Kagyu-Dzong.jpg
1460,Kagyu Ling,Christophe Finot,2007-04-01,CC BY-SA 2.5,https://www.wikidata.org/wiki/Q3016723#/media/File:Temple_des_1000_Boudhas.jpg,/uploads/communities/737c7-Temple_des_1000_Boudhas.jpg
1462,Sherabling,Dave Kleinschmidt,2018-02-23,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Sherab-ling.png,/uploads/communities/3bc65-palpung-sherabling.png
1469,Garpa Ritro,© José Cabezón,NULL,NULL,NULL,/uploads/communities/a8a34-garparitro.jpg
1470,Birla House,hhshribholanathjimemories.blogspot.com,NULL,NULL,http://hhshribholanathjimemories.blogspot.com/2012/10/residence-of-shri-bd-meattle.html,/uploads/communities/cc02f-Birla_House.jpg
1474,Ganden Tritok Khang (India),Office of His Holiness the Dalai Lama,NULL,NULL,NULL,/uploads/communities/c2595-Ganden-Tritok-Khang.jpg
1476,Chokhor Ling,Roland Zh,NULL,CC-BY-SA 3.0,https://www.wikidata.org/wiki/Q3152652#/media/File:Tibet_Institute_Rikon_IMG_2760_ShiftN.jpg,/uploads/communities/b64c4-Tibet_Institute_Rikon.jpg
1479,Labsum Shedrub Ling,Tibetan Buddhist Learning Center,NULL,NULL,http://labsum.com/,/uploads/communities/d7a65-Labsum-Shedrub-Ling.png
1487,Datsang,Pamela Logan,NULL,NULL,NULL,/uploads/communities/0e1d6-Dhe-tsang-from-south.jpg
1497,Dzonyak Samdrub,NULL,NULL,NULL,NULL,/uploads/communities/a7802-image.png
1504,Ka-Nying Shedrub Ling,Christopher J. Fynn,2015-12-11,CC BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/0/02/Ka-Nying_Shedrub_Ling.jpg,/uploads/communities/4f4ea-1618px-Ka-Nying_Shedrub_Ling.jpg
1506,Karma Migyur Ling,Fédération française des centres bouddhistes Karma Kagyu,NULL,NULL,https://www.karmapa.org/wp-content/uploads/Screenshot-2019-02-03-16.57.16.jpg,/uploads/communities/aa374-karma-migyur-ling.jpg
1507,Dhagpo Kagyu Ling,Dhagpo.org,NULL,NULL,NULL,/uploads/communities/d55e4-dhagpo-kagyu-ling.jpg
1508,Buddhistisk Center Kobenhavn,Buddhistisk Center København,NULL,NULL,http://kbh.buddha.dk,/uploads/communities/e795d-Buddhistisk-Center-Kobenhavn.jpg
1509,Karma Triyana Dharmachakra,Karma Triyana Dharmachakra,NULL,NULL,https://kagyu.org/,/uploads/communities/08d2d-KTD.jpg
1510,Khampa Gar (Tashi Jong),Khampagar.org,NULL,NULL,http://khampagar.org/,/uploads/communities/47771-Khampagar-Tashijong.jpg
1511,Karma Drubgyu Thargay Ling,Middle Way Education: Monastic Education,NULL,NULL,https://middlewayeducation.org/monastic-education/kdtl-nunnery/,/uploads/communities/12393-tilokpur-nunnery.jpg
1512,Karma Drupgyud Choeling,https://www.karmapa-news.org/,NULL,NULL,https://www.karmapa-news.org/galleries/kdc-cultural-performances-august2015/#gallery/25963/19800,/uploads/communities/77352-Karma-Drupgyud-Choeling.jpg
1513,Shri Karma Raja Mahavihara,Karma Raja Maha Vihar,NULL,NULL,https://www.karmarajamahavihar.org/,/uploads/communities/1335b-Shri-Karma-Raja-Mahavihara.jpg
1516,Lhalam,Gerd Manusch,2168-02-29,NULL,NULL,/uploads/communities/8b8ad-Lhalam.jpeg
1517,Lachab,Gerd Manusch,2168-02-29,NULL,NULL,/uploads/communities/361d9-Lachab.jpeg
1522,Labrang Gyuto Dratsang,NULL,NULL,NULL,NULL,/uploads/communities/2a457-labrang-gyuto.png
1523,Labrang Gyume Dratsang,NULL,NULL,NULL,NULL,/uploads/communities/55ce4-labrang-gyume.jpg
1524,Ghum Yiga Choeling,Bernard Gagnon,2018-05-15,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Yiga_Choeling_Monastery,_Ghum_02.jpg",/uploads/communities/46606-yiga-choeling.jpg
1526,Dubdi,Kothanda Srinivasan,2010-04-13,CC BY 2.0,https://en.wikipedia.org/wiki/File:Yuksom_Dubdi_Gompa.jpg,/uploads/communities/9f196-dubdi.jpg
1527,Sangngak Choling Sikkim,Walter Callens,NULL,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Full_view_of_Sanga-Choeling_Monastery.jpg,/uploads/communities/6afd1-sangngak-choling.jpg
1528,Doling,Courtesy of Govt. of Sikkim,NULL,NULL,http://www.sikkimeccl.gov.in/History/Monasteries/South/DolingGonpa.aspx,/uploads/communities/df193-doling.jpg
1529,Ralong,Government of Sikkim,NULL,NULL,http://www.sikkimeccl.gov.in/History/Monasteries/South/RalongGonpa.aspx,/uploads/communities/ea507-Old-Ralong.jpg
1530,Men-tsee-khang,"Men-tsee-khang, Dharamsala",NULL,NULL,NULL,/uploads/communities/b37e3-men-tsee-khang.jpg
1533,Do Chorten,NULL,NULL,NULL,NULL,/uploads/communities/3e5ac-image.png
1534,Tsangsar Namgon,Gerd Manusch,NULL,NULL,NULL,/uploads/communities/660fd-TsangsarNgamgön1.jpg
1536,Dzonggo Ling,Gerd Manusch,2168-02-29,NULL,NULL,/uploads/communities/946dd-DzongoLing.jpg
