teacher_id,tbrc_teacher_id,teacher_default_name,teacher_default_name-_lang-encoding,teacher_has_bio,student_id,student_bdrc_id,student_default_name,student_default_name-_lang-encoding,student_has_bio
3989,P230,Dechen Nyingpo,en,YES,11437,P8697,Jampel Namdrol Chokyi Gyeltsen,en,YES
3989,P230,Dechen Nyingpo,en,YES,13666,P8LS76444,Pawo Wangchuk Tengpa Lobzang Nyima,en,YES
4086,P2388,Jangchub Tsemo,en,YES,13244,P10MS19659,Lotsāwa Drakpa Gyeltsen,en,NO
4086,P2388,Jangchub Tsemo,en,YES,8986,P64,Tsongkhapa Lobzang Drakpa,en,YES
4164,P2460,Nyakpuwa Sonam Zangpo,en,YES,13552,P1006,Tongwa Donden,en,NO
4164,P2460,Nyakpuwa Sonam Zangpo,en,YES,13656,P1410,Dezhin Shekpa,en,NO
4164,P2460,Nyakpuwa Sonam Zangpo,en,YES,6735,P431,Rongton Sheja Kunrik,en,YES
4164,P2460,Nyakpuwa Sonam Zangpo,en,YES,724,P0RK1482,rgyal ba jo bzang,bo-x-ewts,NO
4164,P2460,Nyakpuwa Sonam Zangpo,en,YES,3674,P2011,pad+ma bzang po,bo-x-ewts,NO
4164,P2460,Nyakpuwa Sonam Zangpo,en,YES,4216,P2508,chos bzang nyi ma,bo-x-ewts,NO
4185,P248,Jigme Tenpai Nyima,en,YES,2541,P1271,Takla Norbu,en,YES
4228,P252,Mipam Gyatso,en,YES,8507,P5941,Chokyi Wozer,en,YES
4228,P252,Mipam Gyatso,en,YES,9594,P6963,Kunga Pelden,en,YES
4228,P252,Mipam Gyatso,en,YES,10355,P7679,Kunga Tenpai Nyima,en,YES
4228,P252,Mipam Gyatso,en,YES,13692,P8LS76436,Konchok Peldron,en,YES
4228,P252,Mipam Gyatso,en,YES,13699,P8LS76451,Ngawang Jampel Rinchen,en,YES
4291,P258,Jamyang Khyentse Wangpo,en,YES,8,P00AG0401,Pelden Chime Takpai Dorje,en,YES
4291,P258,Jamyang Khyentse Wangpo,en,YES,8181,P564,Chokgyur Lingpa,en,YES
4291,P258,Jamyang Khyentse Wangpo,en,YES,9594,P6963,Kunga Pelden,en,YES
4291,P258,Jamyang Khyentse Wangpo,en,YES,12553,P973,Dampa Rinpoche Ngawang Lodro Zhenpen Nyingpo,en,YES
4291,P258,Jamyang Khyentse Wangpo,en,YES,13677,P8LS76440,Ngawang Nyima,en,YES
4291,P258,Jamyang Khyentse Wangpo,en,YES,13692,P8LS76436,Konchok Peldron,en,YES
4291,P258,Jamyang Khyentse Wangpo,en,YES,13699,P8LS76451,Ngawang Jampel Rinchen,en,YES
4291,P258,Jamyang Khyentse Wangpo,en,YES,13747,,Chime Dorje,en,YES
4291,P258,Jamyang Khyentse Wangpo,en,YES,13796,,Wara Zhabdrung Jamyang Namkha Gyeltsen,en,YES
4309,P2596,Lobzang Yeshe Tenzin Gyatso,en,YES,2419,P1161,Dungkar Lobzang Trinle,en,YES
4309,P2596,Lobzang Yeshe Tenzin Gyatso,en,YES,11437,P8697,Jampel Namdrol Chokyi Gyeltsen,en,YES
4309,P2596,Lobzang Yeshe Tenzin Gyatso,en,YES,11798,P9029,Yuthok Dorje Yudon,en,YES
4309,P2596,Lobzang Yeshe Tenzin Gyatso,en,YES,12479,P966,Tubten Lekshe Gyatso,en,YES
4310,P2597,Jampa Kunga Tenzin,en,YES,13801,,Lama Ngaklo,en,NO
4310,P2597,Jampa Kunga Tenzin,en,YES,12479,P966,Tubten Lekshe Gyatso,en,YES
4310,P2597,Jampa Kunga Tenzin,en,YES,12613,P9786,Ngawang Lodro Rinchen,en,YES
4358,P264,Jamgon Kongtrul Lodro Taye,en,YES,8,P00AG0401,Pelden Chime Takpai Dorje,en,YES
4358,P264,Jamgon Kongtrul Lodro Taye,en,YES,8181,P564,Chokgyur Lingpa,en,YES
4358,P264,Jamgon Kongtrul Lodro Taye,en,YES,12553,P973,Dampa Rinpoche Ngawang Lodro Zhenpen Nyingpo,en,YES
4358,P264,Jamgon Kongtrul Lodro Taye,en,YES,13692,P8LS76436,Konchok Peldron,en,YES
4358,P264,Jamgon Kongtrul Lodro Taye,en,YES,13699,P8LS76451,Ngawang Jampel Rinchen,en,YES
4425,P270,Patrul Orgyen Jigme Chokyi Wangpo,en,YES,9594,P6963,Kunga Pelden,en,YES
4425,P270,Patrul Orgyen Jigme Chokyi Wangpo,en,YES,13692,P8LS76436,Konchok Peldron,en,YES
4642,P29,Sherab Gyatso,en,YES,2424,P1166,Horkhang Sonam Pelbar,en,YES
4676,P293,Jigme Trinle Wozer,en,YES,13187,P10MS14671,Tsewang Lhamo,en,YES
4820,P2DB5980,Druk Khenpo Ngawang Yonten Gyatso,en,YES,13248,P1KG4182,Ngawang Khedrub Gyatso,en,YES
4820,P2DB5980,Druk Khenpo Ngawang Yonten Gyatso,en,YES,13654,P8LS76435,Jamyang Khyentse Chokyi Wangchuk,en,YES
4820,P2DB5980,Druk Khenpo Ngawang Yonten Gyatso,en,YES,9278,P6672,nam mkha'i nor bu,bo-x-ewts,NO
4820,P2DB5980,Druk Khenpo Ngawang Yonten Gyatso,en,YES,10209,P754,chos kyi dbang phyug,bo-x-ewts,NO
4820,P2DB5980,Druk Khenpo Ngawang Yonten Gyatso,en,YES,13670,P8LS1422,jigs med dbang phyug,bo-x-ewts,NO
5457,P314,Jigme Lingpa,en,YES,13187,P10MS14671,Tsewang Lhamo,en,YES
5479,P316,Arik Geshe Jampa Gelek Gyeltsen,en,YES,4611,P287,Zhabkar Tsokdruk Rangdrol,en,YES
5644,P3312,Machik Labdron,en,YES,5648,P3316,thod smyon la ston,bo-x-ewts,NO
5729,P339,Sumpa Khenpo Yeshe Peljor,en,YES,5902,P3550,Shedrub Gyatso,en,YES
5894,P3542,Tubten Lhundrub,en,YES,8906,P6324,Karma Chopel,en,YES
5894,P3542,Tubten Lhundrub,en,YES,13693,P4CZ366523,Lobzang Wanggyel,en,YES
5894,P3542,Tubten Lhundrub,en,YES,13694,P8LS76437,Tenzin Chodrak,en,YES
5897,P3546,Amdo Geshe Jampel Rolpai Lodro,en,YES,3955,P227,Khyenrab Norbu,en,YES
5927,P3575,Chokyi Gyeltsen,en,YES,13837,,Drubgyud Tulku,en,YES
6076,P3709,Pakpa Sherab,en,YES,5720,P3381,nyi ma shes rab,bo-x-ewts,NO
6076,P3709,Pakpa Sherab,en,YES,5731,P3391,tshul 'bar,bo-x-ewts,NO
6076,P3709,Pakpa Sherab,en,YES,5951,P3597,dgra bcom,bo-x-ewts,NO
6110,P374,Konchok Tenpai Gyatso,en,YES,7881,P5367,Jamyang Tenzin Gyatso,en,YES
6194,P3816,Rongzom Chokyi Zangpo,en,YES,13660,P4CZ10578,Devākaracandra,en,NO
6194,P3816,Rongzom Chokyi Zangpo,en,YES,3181,P1856,Barompa Darma Wangchuk,en,YES
6194,P3816,Rongzom Chokyi Zangpo,en,YES,10865,P8168,byang chub shes rab,bo-x-ewts,NO
6198,P382,Jamyang Tubten Nyima,en,YES,7881,P5367,Jamyang Tenzin Gyatso,en,YES
6405,P4007,Tropu Lotsāwa Jampa Pel,en,YES,8455,P5894,Kunden Rema,en,YES
6535,P4128,Jigme Tenpai Nyima,en,YES,7881,P5367,Jamyang Tenzin Gyatso,en,YES
7007,P4559,Thupten Lungtok Namgyal Trinley,en,YES,2419,P1161,Dungkar Lobzang Trinle,en,YES
7007,P4559,Thupten Lungtok Namgyal Trinley,en,YES,8825,P625,Dilgo Khyentse Tashi Peljor,en,YES
7007,P4559,Thupten Lungtok Namgyal Trinley,en,YES,11437,P8697,Jampel Namdrol Chokyi Gyeltsen,en,YES
7007,P4559,Thupten Lungtok Namgyal Trinley,en,YES,8641,P6063,ngag dbang kun dga' theg chen   dpal 'bar,bo-x-ewts,NO
7007,P4559,Thupten Lungtok Namgyal Trinley,en,YES,12387,P9575,bstan 'dzin 'jigs med mthu   stobs dbang phyug,bo-x-ewts,NO
7130,P467,Jampel Zangpo,en,YES,1659,P1012,Tashi Peljor,en,YES
7305,P483,Sherab Zangpo,en,YES,10687,P80,Gendun Drub,en,YES
7870,P5355,Jampa Chodrak,en,YES,11437,P8697,Jampel Namdrol Chokyi Gyeltsen,en,YES
8027,P55,Khedrubje Gelek Pelzang,en,YES,7305,P483,Sherab Zangpo,en,YES
8126,P559,Pema Nyinje Wangpo,en,YES,13840,,Drubgyud Tulku,en,YES
8181,P564,Chokgyur Lingpa,en,YES,8,P00AG0401,Pelden Chime Takpai Dorje,en,YES
8181,P564,Chokgyur Lingpa,en,YES,13692,P8LS76436,Konchok Peldron,en,YES
8181,P564,Chokgyur Lingpa,en,YES,13699,P8LS76451,Ngawang Jampel Rinchen,en,YES
8454,P5893,Kunpang Delek Rinchen,en,YES,11130,P8414,gzi brjid rgyal mtshan,bo-x-ewts,NO
8507,P5941,Chokyi Wozer,en,YES,2069,P10497,Rinchen Dorje,en,YES
8507,P5941,Chokyi Wozer,en,YES,8825,P625,Dilgo Khyentse Tashi Peljor,en,YES
8507,P5941,Chokyi Wozer,en,YES,10355,P7679,Kunga Tenpai Nyima,en,YES
8507,P5941,Chokyi Wozer,en,YES,12553,P973,Dampa Rinpoche Ngawang Lodro Zhenpen Nyingpo,en,YES
8507,P5941,Chokyi Wozer,en,YES,13707,P1PD108248,Tubten Gyeltsen,en,YES
8507,P5941,Chokyi Wozer,en,YES,2060,P10488,kun dga' bsod nams,bo-x-ewts,NO
8507,P5941,Chokyi Wozer,en,YES,2070,P10498,thub bstan,bo-x-ewts,NO
8507,P5941,Chokyi Wozer,en,YES,8508,P5942,blo gros rgyal mtshan,bo-x-ewts,NO
8507,P5941,Chokyi Wozer,en,YES,9278,P6672,nam mkha'i nor bu,bo-x-ewts,NO
8507,P5941,Chokyi Wozer,en,YES,12489,P967,kun dga' bstan pa'i rgyal   mtshan,bo-x-ewts,NO
8574,P6002,Drodul Pawo Dorje,en,YES,9594,P6963,Kunga Pelden,en,YES
8574,P6002,Drodul Pawo Dorje,en,YES,13653,P8LS76438,Jamyang Chokyi Wangpo,en,YES
8574,P6002,Drodul Pawo Dorje,en,YES,13654,P8LS76435,Jamyang Khyentse Chokyi Wangchuk,en,YES
8574,P6002,Drodul Pawo Dorje,en,YES,13659,P3JT12060,Tokden Orgyen Tenzin,en,YES
8730,P6145,Dromton Zhonnu Lodro,en,YES,13199,P2CZ7866,Nyima Gyeltsen,en,YES
8782,P620,Shākya Shrī,en,YES,11363,P863,Mipam Chokyi Wangpo,en,NO
8782,P620,Shākya Shrī,en,YES,13659,P3JT12060,Tokden Orgyen Tenzin,en,YES
8782,P620,Shākya Shrī,en,YES,13749,,Tersey Tulku,en,YES
8782,P620,Shākya Shrī,en,YES,13812,,Pelling Ani Wangdzin,en,YES
8825,P625,Dilgo Khyentse Tashi Peljor,en,YES,12180,P938,Karma Rangjung Kunkhyab,en,YES
8825,P625,Dilgo Khyentse Tashi Peljor,en,YES,13697,,Tsering Chodron,en,YES
8825,P625,Dilgo Khyentse Tashi Peljor,en,YES,13820,,Kunzang Dechen,en,YES
8906,P6324,Karma Chopel,en,YES,12439,P9623,Tashi Yangphel Tashigang,en,YES
8972,P6387,Lekshe Chokyi Drayang,en,YES,8344,P5790,pad+ma shes rab,bo-x-ewts,NO
8972,P6387,Lekshe Chokyi Drayang,en,YES,11280,P8555,thub bstan dpal bzang,bo-x-ewts,NO
9047,P6455,Pema Kunzang Rangdrol,en,YES,7250,P4779,tshe rnam,bo-x-ewts,NO
9053,P6460,Lhundrub Tsondru,en,YES,2419,P1161,Dungkar Lobzang Trinle,en,YES
9095,P65,Gyeltsabje Darma Rinchen,en,YES,6770,P4341,Chowang Drakpa,en,YES
9095,P65,Gyeltsabje Darma Rinchen,en,YES,7305,P483,Sherab Zangpo,en,YES
9201,P66,Rangjung Dorje,en,YES,3266,P1932,Barawa Gyeltsen Pelzang,en,YES
9203,P6600,Yonten Gonpo,en,YES,3485,P1GS60402,Do Dasel Wangmo,en,YES
9203,P6600,Yonten Gonpo,en,YES,13162,P3AG54,Garwang Lerab Lingpa,en,YES
9213,P661,Tenpai Gyeltsen,en,YES,5152,P2JM425,pad+ma rgyal mtshan,bo-x-ewts,NO
9213,P661,Tenpai Gyeltsen,en,YES,5153,P2JM426,klu bse bla ma dar rgyas,bo-x-ewts,NO
9213,P661,Tenpai Gyeltsen,en,YES,5154,P2JM427,o rgyan tshul khrims,bo-x-ewts,NO
9213,P661,Tenpai Gyeltsen,en,YES,5155,P2JM428,o rgyan skal bzang,bo-x-ewts,NO
9394,P678,Mingyur Peldron,en,YES,5805,P346,Polhane Sonam Tobgye,en,YES
9394,P678,Mingyur Peldron,en,YES,4250,P2541,pad+ma bstan 'dzin,bo-x-ewts,NO
9394,P678,Mingyur Peldron,en,YES,9502,P688,khyung po ras pa 'gyur med 'od   gsal,bo-x-ewts,NO
9513,P689,Kelzang Pema Wangchuk,en,YES,13688,P8LS76439,Khamtrul Sherab Mebar,en,YES
9585,P6955,Pema Tekchok Loden,en,YES,2069,P10497,Rinchen Dorje,en,YES
9585,P6955,Pema Tekchok Loden,en,YES,9594,P6963,Kunga Pelden,en,YES
9588,P6958,Tubten Nyendrak,en,YES,3485,P1GS60402,Do Dasel Wangmo,en,YES
9594,P6963,Kunga Pelden,en,YES,12040,P925,Pema Wangchok Gyelpo,en,NO
9594,P6963,Kunga Pelden,en,YES,13651,P4CZ355080,Tokden Jampa Tendar,en,NO
9594,P6963,Kunga Pelden,en,YES,5048,P2JM331,Konchok Zangpo,en,YES
9594,P6963,Kunga Pelden,en,YES,8825,P625,Dilgo Khyentse Tashi Peljor,en,YES
9594,P6963,Kunga Pelden,en,YES,9589,P6959,Chime Yeshe,en,YES
9594,P6963,Kunga Pelden,en,YES,11435,P8695,Jigme Lodro,en,YES
9594,P6963,Kunga Pelden,en,YES,13654,P8LS76435,Jamyang Khyentse Chokyi Wangchuk,en,YES
9594,P6963,Kunga Pelden,en,YES,261,P00KG07869,rig 'dzin dbang rgyal,bo-x-ewts,NO
9594,P6963,Kunga Pelden,en,YES,4413,P269,blo bzang dpal ldan bstan 'dzin   snyan grags,bo-x-ewts,NO
9594,P6963,Kunga Pelden,en,YES,7632,P5129,pad+ma dam chos,bo-x-ewts,NO
9594,P6963,Kunga Pelden,en,YES,8887,P6306,tshe dbang rig 'dzin,bo-x-ewts,NO
9594,P6963,Kunga Pelden,en,YES,9586,P6956,nor bu bstan 'dzin,bo-x-ewts,NO
9594,P6963,Kunga Pelden,en,YES,10063,P740,bstan 'dzin rgyal mtshan,bo-x-ewts,NO
9622,P699,Khenpo Zhenga Zhenpen Chokyi Nangwa,en,YES,4310,P2597,Jampa Kunga Tenzin,en,YES
9622,P699,Khenpo Zhenga Zhenpen Chokyi Nangwa,en,YES,4820,P2DB5980,Druk Khenpo Ngawang Yonten Gyatso,en,YES
9622,P699,Khenpo Zhenga Zhenpen Chokyi Nangwa,en,YES,8507,P5941,Chokyi Wozer,en,YES
9622,P699,Khenpo Zhenga Zhenpen Chokyi Nangwa,en,YES,10355,P7679,Kunga Tenpai Nyima,en,YES
9622,P699,Khenpo Zhenga Zhenpen Chokyi Nangwa,en,YES,11290,P8564,Jigme Tsewang Dudul,en,YES
9622,P699,Khenpo Zhenga Zhenpen Chokyi Nangwa,en,YES,12553,P973,Dampa Rinpoche Ngawang Lodro Zhenpen Nyingpo,en,YES
9622,P699,Khenpo Zhenga Zhenpen Chokyi Nangwa,en,YES,13654,P8LS76435,Jamyang Khyentse Chokyi Wangchuk,en,YES
9622,P699,Khenpo Zhenga Zhenpen Chokyi Nangwa,en,YES,13677,P8LS76440,Ngawang Nyima,en,YES
9622,P699,Khenpo Zhenga Zhenpen Chokyi Nangwa,en,YES,13679,P8LS76443,Ga Lama Gendun Zangpo,en,YES
9622,P699,Khenpo Zhenga Zhenpen Chokyi Nangwa,en,YES,13721,,Drayab Tubten Zangpo,en,YES
9646,P701,Tubten Chokyi Dorje,en,YES,9594,P6963,Kunga Pelden,en,YES
9646,P701,Tubten Chokyi Dorje,en,YES,12981,P3JM56,Pema Gargyi Wangchuk,en,YES
9646,P701,Tubten Chokyi Dorje,en,YES,13653,P8LS76438,Jamyang Chokyi Wangpo,en,YES
9646,P701,Tubten Chokyi Dorje,en,YES,13654,P8LS76435,Jamyang Khyentse Chokyi Wangchuk,en,YES
9646,P701,Tubten Chokyi Dorje,en,YES,13659,P3JT12060,Tokden Orgyen Tenzin,en,YES
9646,P701,Tubten Chokyi Dorje,en,YES,13809,,Tsering Wangmo,en,YES
9646,P701,Tubten Chokyi Dorje,en,YES,13828,,Gyarong Khandro Dechen Wangmo,en,YES
9761,P7118,Konchok Gyeltsen,en,YES,12255,P945,rin chen bstan pa'i gsal byed,bo-x-ewts,NO
9884,P723,Pema Tekchok Tenpai Gyeltsen,en,YES,12981,P3JM56,Pema Gargyi Wangchuk,en,YES
9990,P733,Jamyang Khyentse Chokyi Lodro,en,YES,4820,P2DB5980,Druk Khenpo Ngawang Yonten Gyatso,en,YES
9990,P733,Jamyang Khyentse Chokyi Lodro,en,YES,8507,P5941,Chokyi Wozer,en,YES
9990,P733,Jamyang Khyentse Chokyi Lodro,en,YES,10355,P7679,Kunga Tenpai Nyima,en,YES
9990,P733,Jamyang Khyentse Chokyi Lodro,en,YES,11290,P8564,Jigme Tsewang Dudul,en,YES
9990,P733,Jamyang Khyentse Chokyi Lodro,en,YES,12180,P938,Karma Rangjung Kunkhyab,en,YES
9990,P733,Jamyang Khyentse Chokyi Lodro,en,YES,12479,P966,Tubten Lekshe Gyatso,en,YES
9990,P733,Jamyang Khyentse Chokyi Lodro,en,YES,12743,P9907,Damcho Wozer,en,YES
9990,P733,Jamyang Khyentse Chokyi Lodro,en,YES,12981,P3JM56,Pema Gargyi Wangchuk,en,YES
9990,P733,Jamyang Khyentse Chokyi Lodro,en,YES,13648,P8LS76445,Sindrang Yab Gomchen Dorje Lopen Chewang Rinzin Tagchungdarpa,en,YES
9990,P733,Jamyang Khyentse Chokyi Lodro,en,YES,13654,P8LS76435,Jamyang Khyentse Chokyi Wangchuk,en,YES
9990,P733,Jamyang Khyentse Chokyi Lodro,en,YES,13697,,Tsering Chodron,en,YES
9990,P733,Jamyang Khyentse Chokyi Lodro,en,YES,13707,P1PD108248,Tubten Gyeltsen,en,YES
9990,P733,Jamyang Khyentse Chokyi Lodro,en,YES,13809,,Tsering Wangmo,en,YES
9990,P733,Jamyang Khyentse Chokyi Lodro,en,YES,13811,,Lama Gyurdrak,en,YES
9990,P733,Jamyang Khyentse Chokyi Lodro,en,YES,13828,,Gyarong Khandro Dechen Wangmo,en,YES
9990,P733,Jamyang Khyentse Chokyi Lodro,en,YES,13841,,Karma Jangchub Gyelpo,en,YES
10083,P742,Sera Khandro Kunzang Dekyong Wangmo,en,YES,8574,P6002,Drodul Pawo Dorje,en,YES
10083,P742,Sera Khandro Kunzang Dekyong Wangmo,en,YES,8618,P6042,Kunzang Pema Trinle,en,YES
10083,P742,Sera Khandro Kunzang Dekyong Wangmo,en,YES,8611,P6036,sangs rgyas rdo rje,bo-x-ewts,NO
10083,P742,Sera Khandro Kunzang Dekyong Wangmo,en,YES,8974,P6389,jigs bral chos kyi blo gros,bo-x-ewts,NO
10083,P742,Sera Khandro Kunzang Dekyong Wangmo,en,YES,10073,P741,gyur med rdo rje,bo-x-ewts,NO
10083,P742,Sera Khandro Kunzang Dekyong Wangmo,en,YES,11017,P8309,rdo rje dgra 'dul,bo-x-ewts,NO
10169,P750,Jikdrel Jangchub Dorje,en,YES,12180,P938,Karma Rangjung Kunkhyab,en,YES
10203,P7533,Ngawang Khyenrab Jampel Nyingpo,en,YES,12479,P966,Tubten Lekshe Gyatso,en,YES
10203,P7533,Ngawang Khyenrab Jampel Nyingpo,en,YES,13249,P8LS13102,Jampa Namkha Kunzang Tenpai Gyeltsen,en,YES
10280,P7609,Mitrayogin,en,YES,6405,P4007,Tropu Lotsāwa Jampa Pel,en,YES
10280,P7609,Mitrayogin,en,YES,13462,P1AG37,Machik Rema,en,YES
10355,P7679,Kunga Tenpai Nyima,en,YES,12180,P938,Karma Rangjung Kunkhyab,en,YES
10355,P7679,Kunga Tenpai Nyima,en,YES,13249,P8LS13102,Jampa Namkha Kunzang Tenpai Gyeltsen,en,YES
10355,P7679,Kunga Tenpai Nyima,en,YES,12314,P9505,bstan pa'i rgyal mtshan,bo-x-ewts,NO
10548,P787,Ngawang Chodrak,en,YES,9761,P7118,Konchok Gyeltsen,en,YES
10815,P812,Gaton Ngawang Lekpa,en,YES,4820,P2DB5980,Druk Khenpo Ngawang Yonten Gyatso,en,YES
10815,P812,Gaton Ngawang Lekpa,en,YES,8507,P5941,Chokyi Wozer,en,YES
10815,P812,Gaton Ngawang Lekpa,en,YES,10355,P7679,Kunga Tenpai Nyima,en,YES
10815,P812,Gaton Ngawang Lekpa,en,YES,12553,P973,Dampa Rinpoche Ngawang Lodro Zhenpen Nyingpo,en,YES
10815,P812,Gaton Ngawang Lekpa,en,YES,13246,P8LS13100,Jamyang Kunzang Tubten Chokyi Gyeltsen,en,YES
10815,P812,Gaton Ngawang Lekpa,en,YES,13248,P1KG4182,Ngawang Khedrub Gyatso,en,YES
10815,P812,Gaton Ngawang Lekpa,en,YES,13249,P8LS13102,Jampa Namkha Kunzang Tenpai Gyeltsen,en,YES
10827,P8132,Pema Sangngak Tendzin,en,YES,13688,P8LS76439,Khamtrul Sherab Mebar,en,YES
10904,P8205,Nanam Yeshe De,en,YES,9618,P6986,Lhalung Pelgyi Dorje,en,YES
11003,P8297,Jampel Gyepai Dorje,en,YES,2541,P1271,Takla Norbu,en,YES
11003,P8297,Jampel Gyepai Dorje,en,YES,9083,P6489,dpa' bo chos dbyings rdo rje,bo-x-ewts,NO
11003,P8297,Jampel Gyepai Dorje,en,YES,11266,P8542,dkon mchog,bo-x-ewts,NO
11158,P8441,Jampa Rinchen Khyentse Wangpo,en,YES,13801,,Lama Ngaklo,en,NO
11158,P8441,Jampa Rinchen Khyentse Wangpo,en,YES,4310,P2597,Jampa Kunga Tenzin,en,YES
11158,P8441,Jampa Rinchen Khyentse Wangpo,en,YES,12479,P966,Tubten Lekshe Gyatso,en,YES
11158,P8441,Jampa Rinchen Khyentse Wangpo,en,YES,12613,P9786,Ngawang Lodro Rinchen,en,YES
11158,P8441,Jampa Rinchen Khyentse Wangpo,en,YES,13721,,Drayab Tubten Zangpo,en,YES
11158,P8441,Jampa Rinchen Khyentse Wangpo,en,YES,13793,,Jampa Ngawang Kunga Chopel,en,YES
11183,P8464,Jetsunma Kunga Trinle Wangmo,en,YES,1869,P10313,Lodro Namgyel,en,YES
11183,P8464,Jetsunma Kunga Trinle Wangmo,en,YES,4613,P2871,kun bzang dbang po,bo-x-ewts,NO
11385,P865,Rangjung Rigpai Dorje,en,YES,11252,P853,Mipam Chokyi Lodro,en,NO
11385,P865,Rangjung Rigpai Dorje,en,YES,11274,P855,Pema Donyo Nyinje,en,NO
11385,P865,Rangjung Rigpai Dorje,en,YES,10355,P7679,Kunga Tenpai Nyima,en,YES
11385,P865,Rangjung Rigpai Dorje,en,YES,11231,P851,Chogyam Trungpa,en,YES
11385,P865,Rangjung Rigpai Dorje,en,YES,11437,P8697,Jampel Namdrol Chokyi Gyeltsen,en,YES
11385,P865,Rangjung Rigpai Dorje,en,YES,12180,P938,Karma Rangjung Kunkhyab,en,YES
