teacher_id,teacher_tbrc_rid,teacher_default_name,teacher_default_name-_lang-encoding,teacher_has_bio,student_id,student_tbrc_rid,student_default_name,student_default_name-_lang-encoding,student_has_bio
421,P0RK1135,mkha' 'gro las kyi dbang mo   che,,NO,300,P0RK1002,slob dpon huM ka ra (AcArya   hUMkAra),,NO
301,P0RK1003,paN chen bi ma la mi tra   (mahApaNDita vimalamitra),,NO,302,P0RK1004,bal po shI la manydzu,,NO
302,P0RK1004,bal po shI la manydzu,,NO,303,P4CZ10564,Nanam Dorje Dudjom,,YES
304,P0RK1006,gnyal dznyA na ku ma ra,,NO,1377,P0RK80,khon rdo rje rin chen,,NO
316,P0RK102,gan pa ston dar,,NO,306,P0RK1010,gan pa shes rab blo gros,,NO
306,P0RK1010,gan pa shes rab blo gros,,NO,326,P0RK103,gan pa chos rgyal,,NO
308,P0RK1012,rta mchog (paramAshva),,NO,309,P0RK1013,bI Na ba,,NO
309,P0RK1013,bI Na ba,,NO,1009,P0RK237,Indrabhūti,,NO
1009,P0RK237,Indrabhūti,,NO,310,P0RK1014,phun tshogs zhabs,,NO
311,P0RK1015,gundha ri pa,,NO,1087,P0RK360,padma ba dzra (padmavajra),,NO
1087,P0RK360,padma ba dzra (padmavajra),,NO,312,P0RK1016,chos kyi pa (dhArmika?),,NO
312,P0RK1016,chos kyi pa (dhArmika?),,NO,313,P0RK1017,bzang po'i zhabs (bhadrapAda),,NO
313,P0RK1017,bzang po'i zhabs (bhadrapAda),,NO,314,P0RK1018,tog rtse pa (khanitra?),,NO
314,P0RK1018,tog rtse pa (khanitra?),,NO,315,P0RK1019,bhu Sa Na,,NO
315,P0RK1019,bhu Sa Na,,NO,317,P0RK1020,dha ma pa,,NO
659,P0RK1409,rta stag so ba khu dbon,,NO,316,P0RK102,gan pa ston dar,,NO
316,P0RK102,gan pa ston dar,,NO,326,P0RK103,gan pa chos rgyal,,NO
316,P0RK102,gan pa ston dar,,NO,713,P0RK147,gan pa so ston,,NO
317,P0RK1020,dha ma pa,,NO,318,P0RK1021,ka hn a,,NO
1207,P0RK540,la ru ba bsod nams seng ge,,NO,319,P0RK1022,ye shes mgon,,NO
320,P0RK1023,u yug pa rig pa'i seng ge,,NO,1394,P0RK826,jam dbyangs don yod rgyal   mtshan,,NO
1009,P0RK237,Indrabhūti,,NO,321,P0RK1025,dpal tshangs pa,,NO
321,P0RK1025,dpal tshangs pa,,NO,322,P0RK1026,bram ze mo (brAhmaNI),,NO
322,P0RK1026,bram ze mo (brAhmaNI),,NO,323,P0RK1027,grub pa'i rdo rje   (siddhivajra),,NO
323,P0RK1027,grub pa'i rdo rje   (siddhivajra),,NO,324,P0RK1028,rgyal po indra bo dhi bar pa,,NO
324,P0RK1028,rgyal po indra bo dhi bar pa,,NO,325,P0RK1029,slob dpon u pa ma,,NO
325,P0RK1029,slob dpon u pa ma,,NO,327,P0RK1030,slob dpon gos bral zhabs,,NO
325,P0RK1029,slob dpon u pa ma,,NO,888,P0RK1684,slob dpon gcer bu pa,,NO
713,P0RK147,gan pa so ston,,NO,326,P0RK103,gan pa chos rgyal,,NO
326,P0RK103,gan pa chos rgyal,,NO,723,P0RK148,gan pa chos rin,,NO
326,P0RK103,gan pa chos rgyal,,NO,1006,P0RK234,pakuTTindra ratna (gan pa   dbang rin),,NO
327,P0RK1030,slob dpon gos bral zhabs,,NO,328,P0RK1031,rgyal po dznyA na bo dhi,,NO
888,P0RK1684,slob dpon gcer bu pa,,NO,328,P0RK1031,rgyal po dznyA na bo dhi,,NO
328,P0RK1031,rgyal po dznyA na bo dhi,,NO,1087,P0RK360,padma ba dzra (padmavajra),,NO
329,P0RK1032,yan lag bar ma,,NO,330,P0RK1033,lha mo bung ba'i padma,,NO
330,P0RK1033,lha mo bung ba'i padma,,NO,331,P0RK1034,lcam legs smin,,NO
331,P0RK1034,lcam legs smin,,NO,332,P0RK1035,rgyal po indra bo dhi chung ba,,NO
331,P0RK1034,lcam legs smin,,NO,334,P0RK1037,kha che shes rab gsang ba   (kAshmIra prajnyAgupta),,NO
333,P0RK1036,bi la ba ba dzra,,NO,1040,P0RK286,yan lag med pa'i rdo rje   (anangavajra),,NO
336,P0RK1039,rwa pa chos grags,,NO,341,P0RK1044,bla ma don yod rdo rje,,NO
995,P0RK217,lo chen manydzu shrI dznyA na,,NO,337,P0RK1040,bsam grub rgyal mtshan,,NO
337,P0RK1040,bsam grub rgyal mtshan,,NO,338,P0RK1041,mkhas btsun a nanda dhwa dza,,NO
338,P0RK1041,mkhas btsun a nanda dhwa dza,,NO,339,P0RK1042,rdo rje 'chang nor bu phun   tshogs,,NO
339,P0RK1042,rdo rje 'chang nor bu phun   tshogs,,NO,340,P0RK1043,mkhas grub lha dbang blo gros,,NO
340,P0RK1043,mkhas grub lha dbang blo gros,,NO,434,P0RK1151,chos rje blo gros rab yangs,,NO
340,P0RK1043,mkhas grub lha dbang blo gros,,NO,437,P0RK1155,nub dgon pa sangs rgyas grags   pa,,NO
978,P0RK184,bram ze mchog sred (brahmaNa   vararuci),,NO,342,P0RK1045,rnal 'byor pa ro zan de wa,,NO
342,P0RK1045,rnal 'byor pa ro zan de wa,,NO,343,P0RK1046,rnal 'byor ma bde ster ma,,NO
343,P0RK1046,rnal 'byor ma bde ster ma,,NO,982,P0RK195,bA lim ta pa,,NO
982,P0RK195,bA lim ta pa,,NO,344,P0RK1047,kha rag gi gnyos lo tsa ba,,NO
344,P0RK1047,kha rag gi gnyos lo tsa ba,,NO,345,P0RK1048,rdo rje bla ma,,NO
982,P0RK195,bA lim ta pa,,NO,345,P0RK1048,rdo rje bla ma,,NO
345,P0RK1048,rdo rje bla ma,,NO,346,P0RK1049,dpal 'byung,,NO
345,P0RK1048,rdo rje bla ma,,NO,739,P0RK1506,gnyos ston dpal le,,NO
346,P0RK1049,dpal 'byung,,NO,348,P0RK1050,dpal seng (dpal ldan seng ge),,NO
346,P0RK1049,dpal 'byung,,NO,404,P0RK1116,dpal ye,,NO
810,P0RK158,bsgom chen,,NO,347,P0RK105,gnyos,,NO
818,P0RK159,se rog,,NO,347,P0RK105,gnyos,,NO
347,P0RK105,gnyos,,NO,826,P0RK160,yer pa bsgom seng,,NO
349,P0RK1053,bla ma rin chen rgyal po,,NO,350,P0RK1054,bla ma byang dar (bla ma byang   chub dar),,NO
349,P0RK1053,bla ma rin chen rgyal po,,NO,405,P0RK1117,bla ma khya ra ba,,NO
351,P0RK1056,mkhas btsun ye shes rin chen,,NO,1117,P0RK402,kun spangs chos kyi rin chen,,NO
1117,P0RK402,kun spangs chos kyi rin chen,,NO,352,P0RK1057,dbu ma pa dpal ldan rin chen,,NO
358,P0RK1063,brgyud 'dzin sangs rgyas bzang   po,,NO,352,P0RK1057,dbu ma pa dpal ldan rin chen,,NO
352,P0RK1057,dbu ma pa dpal ldan rin chen,,NO,1118,P0RK403,byang sems bsod nams rin chen,,NO
353,P0RK1059,rgyal sras stag tshangs pa,,NO,355,P0RK1060,gro mgon sangs rgyas phyar   chen,,NO
356,P0RK1061,drin chen mkhas btsun sangs   rgyas,,NO,357,P0RK1062,kun mkhyen saM ga bha dra,,NO
357,P0RK1062,kun mkhyen saM ga bha dra,,NO,358,P0RK1063,brgyud 'dzin sangs rgyas bzang   po,,NO
360,P0RK1065,rngog ston byang chub dpal   grub,,NO,361,P0RK1066,rje btsun shi la rasmi (rje   btsun tshul khrims 'od zer),,NO
361,P0RK1066,rje btsun shi la rasmi (rje   btsun tshul khrims 'od zer),,NO,362,P0RK1067,mkhas grub rnam rgyal mgon po,,NO
362,P0RK1067,mkhas grub rnam rgyal mgon po,,NO,363,P0RK1068,jam dbyangs dbang gi rgyal po,,NO
363,P0RK1068,jam dbyangs dbang gi rgyal po,,NO,364,P0RK1069,mkhas grub shAkya kun dga',,NO
364,P0RK1069,mkhas grub shAkya kun dga',,NO,366,P0RK1070,mkhan chen byams pa bzang po,,NO
365,P0RK107,bdag med ma (nairAtmyA),,NO,1089,P0RK364,dam tshig rdo rje   (samayavajra),,NO
367,P0RK1072,rdo rje snying po   (vajragarbha),,NO,368,P0RK1073,skal ba bzang po (subhaga?),,NO
420,P0RK1134,nams dpal 'byor bsam 'grub,,NO,373,P0RK1080,rje ngag dbang nyi zla bzang   po,,NO
1393,P0RK825,paNDi ta don yod rdo rje   (amoghavajra),,NO,377,P0RK1084,don yod rdo rje,,NO
378,P0RK1086,skyo ston sku mched,,NO,379,P0RK1087,jo sras khams pa,,NO
379,P0RK1087,jo sras khams pa,,NO,380,P0RK1088,gnyan ston rin chen brtan pa,,NO
380,P0RK1088,gnyan ston rin chen brtan pa,,NO,381,P0RK1089,od srung,,NO
381,P0RK1089,od srung,,NO,382,P0RK1090,gnyan ston chos rgyal,,NO
382,P0RK1090,gnyan ston chos rgyal,,NO,383,P0RK1091,dzin pa rin she,,NO
383,P0RK1091,dzin pa rin she,,NO,1102,P0RK378,jam dbyangs 'khon ston,,NO
1102,P0RK378,jam dbyangs 'khon ston,,NO,384,P0RK1092,jam dbyangs bzhi thog pa,,NO
384,P0RK1092,jam dbyangs bzhi thog pa,,NO,385,P0RK1093,bla ma cha rgan dbang rgyal,,NO
385,P0RK1093,bla ma cha rgan dbang rgyal,,NO,524,P0RK1255,klog skya,,NO
1393,P0RK825,paNDi ta don yod rdo rje   (amoghavajra),,NO,386,P0RK1095,ye shes 'byung gnas   (jnyAnAkara ? ),,NO
386,P0RK1095,ye shes 'byung gnas   (jnyAnAkara ? ),,NO,1087,P0RK360,padma ba dzra (padmavajra),,NO
1040,P0RK286,yan lag med pa'i rdo rje   (anangavajra),,NO,387,P0RK11,byung gnas sbas pa   (Akaragupta),,NO
401,P0RK1113,rwa dkon mchog seng ge,,NO,388,P0RK1100,rwa shes rab rgyal mtshan,,NO
388,P0RK1100,rwa shes rab rgyal mtshan,,NO,389,P0RK1101,rgya ston kun dga' brtson   'grus,,NO
388,P0RK1100,rwa shes rab rgyal mtshan,,NO,782,P0RK1550,dbang phyug brtson 'grus,,NO
782,P0RK1550,dbang phyug brtson 'grus,,NO,389,P0RK1101,rgya ston kun dga' brtson   'grus,,NO
389,P0RK1101,rgya ston kun dga' brtson   'grus,,NO,390,P0RK1102,mkhan chen dang ma ba,,NO
389,P0RK1101,rgya ston kun dga' brtson   'grus,,NO,402,P0RK1114,bla ma brtson 'grus byang chub,,NO
389,P0RK1101,rgya ston kun dga' brtson   'grus,,NO,776,P0RK1545,khams pa yon tan 'bum,,NO
884,P0RK1679,mkhas pa byang chub grags,,NO,390,P0RK1102,mkhan chen dang ma ba,,NO
390,P0RK1102,mkhan chen dang ma ba,,NO,391,P0RK1103,mkhan chen shes rdor ba,,NO
391,P0RK1103,mkhan chen shes rdor ba,,NO,392,P0RK1104,nyang stod arya,,NO
391,P0RK1103,mkhan chen shes rdor ba,,NO,783,P0RK1551,rin chen shes rab grags,,NO
391,P0RK1103,mkhan chen shes rdor ba,,NO,885,P0RK1680,bla ma rin chen rgya mtsho,,NO
730,P0RK1498,jam pa'i rdo rje   (manyjuvajra),,NO,394,P0RK1106,gnyis spangs zhabs,,NO
394,P0RK1106,gnyis spangs zhabs,,NO,983,P0RK196,sangs rgyas ye shes zhabs   (buddhajnyAnapAda),,NO
988,P0RK20,sems dpa' chen po brtson 'grus   rgya mtsho,,NO,395,P0RK1107,bla ma blo gros dpal ldan,,NO
395,P0RK1107,bla ma blo gros dpal ldan,,NO,396,P0RK1108,dren mchog sangs rgyas mgon   po,,NO
396,P0RK1108,dren mchog sangs rgyas mgon   po,,NO,1188,P0RK512,jam dbyangs nam mkha' rgyal   mtshan,,NO
1188,P0RK512,jam dbyangs nam mkha' rgyal   mtshan,,NO,397,P0RK1109,sbas pa'i rnal 'byor nam mkha'   rgya mtsho,,NO
398,P0RK1110,chos rje bzang po rgyal mtshan   pa,,NO,397,P0RK1109,sbas pa'i rnal 'byor nam mkha'   rgya mtsho,,NO
399,P0RK1111,rdo rje 'dzin pa sangs rgyas   'od zer,,NO,397,P0RK1109,sbas pa'i rnal 'byor nam mkha'   rgya mtsho,,NO
400,P0RK1112,rwa dharma seng ge,,NO,401,P0RK1113,rwa dkon mchog seng ge,,NO
402,P0RK1114,bla ma brtson 'grus byang chub,,NO,403,P0RK1115,sems dpa' chen po bsod nams   yon tan,,NO
402,P0RK1114,bla ma brtson 'grus byang chub,,NO,581,P0RK1319,gnyen po ba slob dpon kun dga'   rgya mtsho,,NO
403,P0RK1115,sems dpa' chen po bsod nams   yon tan,,NO,899,P0RK17,chos rje dge bzang pa,,NO
405,P0RK1117,bla ma khya ra ba,,NO,406,P0RK1118,bla ma bsod nams rgyal po,,NO
406,P0RK1118,bla ma bsod nams rgyal po,,NO,407,P0RK1119,grub chen blo gros snyan pa,,NO
407,P0RK1119,grub chen blo gros snyan pa,,NO,408,P0RK1120,bla ma yon tan rgyal mtshan,,NO
408,P0RK1120,bla ma yon tan rgyal mtshan,,NO,1118,P0RK403,byang sems bsod nams rin chen,,NO
1118,P0RK403,byang sems bsod nams rin chen,,NO,409,P0RK1121,jam dbyangs kun dga' rgyal   mtshan,,NO
410,P0RK1123,grwa pa thugs rje 'bum,,NO,411,P0RK1124,shu la tsaNDra,,NO
411,P0RK1124,shu la tsaNDra,,NO,412,P0RK1125,slob dpon tshul rgyal,,NO
412,P0RK1125,slob dpon tshul rgyal,,NO,413,P0RK1126,mkhan po nyi ma,,NO
413,P0RK1126,mkhan po nyi ma,,NO,414,P0RK1127,slob dpon don bzang,,NO
414,P0RK1127,slob dpon don bzang,,NO,415,P0RK1128,dbus pa grub brtson,,NO
415,P0RK1128,dbus pa grub brtson,,NO,416,P0RK1129,ka bcu pa 'phrin las bzang po,,NO
416,P0RK1129,ka bcu pa 'phrin las bzang po,,NO,1372,P0RK792,bla ma blo bzang,,NO
418,P0RK1132,rje mus pa rnam rgyal dpal   bzang,,NO,419,P0RK1133,kun bzang nyi zla,,NO
419,P0RK1133,kun bzang nyi zla,,NO,420,P0RK1134,nams dpal 'byor bsam 'grub,,NO
1230,P0RK581,rdo rje chos (vajradharma),,NO,421,P0RK1135,mkha' 'gro las kyi dbang mo   che,,NO
1345,P0RK76,chos sku kun tu bzang po   (dharmakAya samantabhadra),,NO,421,P0RK1135,mkha' 'gro las kyi dbang mo   che,,NO
421,P0RK1135,mkha' 'gro las kyi dbang mo   che,,NO,422,P0RK1136,pra ba ha ti,,NO
424,P0RK1141,pradznyA dhwa dza (shes rab   rgyal mtshan),,NO,425,P0RK1142,phag ston shAkya mgon po,,NO
425,P0RK1142,phag ston shAkya mgon po,,NO,426,P0RK1143,sp ug ston dpal ldan mgon po,,NO
426,P0RK1143,sp ug ston dpal ldan mgon po,,NO,427,P0RK1144,mkhas grub chos rgyal mtshan,,NO
427,P0RK1144,mkhas grub chos rgyal mtshan,,NO,428,P0RK1145,chos rgyal bsod nams,,NO
428,P0RK1145,chos rgyal bsod nams,,NO,429,P0RK1146,bsod nams bkra shis,,NO
429,P0RK1146,bsod nams bkra shis,,NO,430,P0RK1147,rin po che gzhon nu stobs ldan   pa,,NO
430,P0RK1147,rin po che gzhon nu stobs ldan   pa,,NO,431,P0RK1148,bo dong tshe ring dbang po,,NO
431,P0RK1148,bo dong tshe ring dbang po,,NO,433,P0RK1150,srid gsum bla ma mahA maNDa   dha ra,,NO
1345,P0RK76,chos sku kun tu bzang po   (dharmakAya samantabhadra),,NO,432,P0RK1149,rdo rje gzhon nu (vajrakumAra),,NO
432,P0RK1149,rdo rje gzhon nu (vajrakumAra),,NO,1227,P0RK575,gsang ba'i bdag po (guhyapati),,NO
434,P0RK1151,chos rje blo gros rab yangs,,NO,435,P0RK1152,chos rje sangs rgyas rgya   mtsho,,NO
937,P0RK1756,jam dbyangs grags pa dpal   'byor,,NO,435,P0RK1152,chos rje sangs rgyas rgya   mtsho,,NO
438,P0RK1156,blo gros chos 'phags pa,,NO,999,P0RK220,yongs 'dzin kun dga' lung rig,,NO
998,P0RK22,mkhan chen nam mkha' dbang   phyug,,NO,441,P0RK1160,chos rje grags pa mtha' yas,,NO
444,P0RK1163,paNDi ta 'bar ba'i gtso   (paNDita jvAlapati?),,NO,445,P0RK1164,grub chen zhing gi rdo rje   (mahAsiddha kSetravajra),,NO
445,P0RK1164,grub chen zhing gi rdo rje   (mahAsiddha kSetravajra),,NO,446,P0RK1165,rngog lo chen po shes rab   grags,,NO
446,P0RK1165,rngog lo chen po shes rab   grags,,NO,447,P0RK1166,slob dpon bha wa,,NO
446,P0RK1165,rngog lo chen po shes rab   grags,,NO,3960,P2274,shes rab 'bar,,NO
447,P0RK1166,slob dpon bha wa,,NO,1033,P0RK278,gtsang ston smra seng,,NO
448,P0RK1167,lce btsun bsod nams dpal,,NO,449,P0RK1168,sprul sku dbang phyug rdo rje,,NO
1211,P0RK544,bla ma rin chen dpal bzang,,NO,449,P0RK1168,sprul sku dbang phyug rdo rje,,NO
449,P0RK1168,sprul sku dbang phyug rdo rje,,NO,450,P0RK1169,rdo rje seng ge,,NO
450,P0RK1169,rdo rje seng ge,,NO,452,P0RK1170,rin chen seng ge,,NO
451,P0RK117,bla ma ne tshe sbal ston,,NO,459,P0RK118,slob dpon bye ma lung pa,,NO
451,P0RK117,bla ma ne tshe sbal ston,,NO,466,P0RK119,bla ma shes rab grags,,NO
451,P0RK117,bla ma ne tshe sbal ston,,NO,659,P0RK1409,rta stag so ba khu dbon,,NO
452,P0RK1170,rin chen seng ge,,NO,453,P0RK1171,shAkya seng ge,,NO
453,P0RK1171,shAkya seng ge,,NO,454,P0RK1172,lce btsun grub pa'i dbang   phyug sangs rgyas seng ge,,NO
1409,P0RK841,gzhon grags mchog dbyangs,,NO,455,P0RK1173,mkhan chen phyogs las rnam   rgyal,,NO
1226,P0RK573,rje btsun 'jam dbyangs (   manyjughoSa ),,NO,456,P0RK1174,dam pa rgya gar ba,,NO
456,P0RK1174,dam pa rgya gar ba,,NO,1152,P0RK464,gu hya,,NO
1152,P0RK464,gu hya,,NO,457,P0RK1175,rlan bsgom yab sras,,NO
457,P0RK1175,rlan bsgom yab sras,,NO,458,P0RK1176,slob dpon 'od shAk pa,,NO
459,P0RK118,slob dpon bye ma lung pa,,NO,466,P0RK119,bla ma shes rab grags,,NO
461,P0RK1183,shrI dharma swa mi,,NO,1527,P0RK994,bhikSu ku sa li pa,,NO
462,P0RK1184,chos rje blo gros bzang po,,NO,999,P0RK220,yongs 'dzin kun dga' lung rig,,NO
463,P0RK1185,bla ma chos dpal,,NO,464,P0RK1186,mkhas pa tsandra pa,,NO
465,P0RK1189,rje byang gling pa,,NO,999,P0RK220,yongs 'dzin kun dga' lung rig,,NO
466,P0RK119,bla ma shes rab grags,,NO,486,P0RK121,gnam 'phar ba chos shes (gnam   'phar ba chos kyi shes rab),,NO
1345,P0RK76,chos sku kun tu bzang po   (dharmakAya samantabhadra),,NO,467,P0RK1190,vairocana,,NO
1345,P0RK76,chos sku kun tu bzang po   (dharmakAya samantabhadra),,NO,468,P0RK1191,ratnasaMbhava,,NO
1345,P0RK76,chos sku kun tu bzang po   (dharmakAya samantabhadra),,NO,469,P0RK1192,amoghasiddhi,,NO
470,P0RK1193,smug nag dbang gi mkha' 'gro,,NO,471,P0RK1194,tshangs pa'i rgyal po gdong   gsum pa,,NO
471,P0RK1194,tshangs pa'i rgyal po gdong   gsum pa,,NO,472,P0RK1195,rigs 'dzin lha dbang brgya   byin,,NO
472,P0RK1195,rigs 'dzin lha dbang brgya   byin,,NO,473,P0RK1196,rigs 'dzin klu rgyal 'jog po   (nAgarAja takSaka),,NO
473,P0RK1196,rigs 'dzin klu rgyal 'jog po   (nAgarAja takSaka),,NO,474,P0RK1197,skal ldan rgyal po dza,,NO
474,P0RK1197,skal ldan rgyal po dza,,NO,475,P0RK1198,mkhas pa shAkya pra bha   (shAkyaprabha),,NO
476,P0RK1199,sprul sku rigs 'dzin chen po,,NO,478,P0RK1200,sras mchog rnam rgyal mgon po,,NO
477,P0RK120,sngags 'chang gzungs kyi dpal,,NO,975,P0RK18,chos rje A nanda pa,,NO
478,P0RK1200,sras mchog rnam rgyal mgon po,,NO,479,P0RK1201,sngags 'chang rdo rje dpal,,NO
479,P0RK1201,sngags 'chang rdo rje dpal,,NO,480,P0RK1202,mtshan ldan byams pa bshes   gnyen,,NO
480,P0RK1202,mtshan ldan byams pa bshes   gnyen,,NO,481,P0RK1203,bla ma sangs rgyas dpal bzang,,NO
481,P0RK1203,bla ma sangs rgyas dpal bzang,,NO,482,P0RK1204,sngags 'chang chos rgyal bsod   nams,,NO
482,P0RK1204,sngags 'chang chos rgyal bsod   nams,,NO,483,P0RK1205,sngags 'chang chos skyong bsod   nams,,NO
484,P0RK1208,gnyan ston grags,,NO,485,P0RK1209,gnyan rin chen grags,,NO
485,P0RK1209,gnyan rin chen grags,,NO,487,P0RK1210,lha pa'i gnas brtan dkon rgyal,,NO
486,P0RK121,gnam 'phar ba chos shes (gnam   'phar ba chos kyi shes rab),,NO,492,P0RK122,mngon pa dbang phyug brtson   'grus,,NO
487,P0RK1210,lha pa'i gnas brtan dkon rgyal,,NO,488,P0RK1211,rtog ston bya'u rgyal,,NO
492,P0RK122,mngon pa dbang phyug brtson   'grus,,NO,503,P0RK123,paNDi ta rdo rje shes rab,,NO
493,P0RK1220,rba/rna bsgom blo gros dbang   phyug,,NO,494,P0RK1221,Dangma Lhungyel,,YES
496,P0RK1223,grub thob gce bsgom chen po,,NO,497,P0RK1224,slob dpon gnyer bsgom chen po,,NO
497,P0RK1224,slob dpon gnyer bsgom chen po,,NO,498,P0RK1225,go rub rin chen chos kyi dbang   phyug,,NO
498,P0RK1225,go rub rin chen chos kyi dbang   phyug,,NO,499,P0RK1226,mtshungs med shes rab rin chen,,NO
499,P0RK1226,mtshungs med shes rab rin chen,,NO,500,P0RK1227,bri phyug pa rin chen 'bum,,NO
991,P0RK205,mkhan chen bsod nams rgyal   mchog,,NO,501,P0RK1228,mnyam med sangs rgyas gling pa   nam mkha' bsod nams,,NO
