teacher_id,tbrc_teacher_id,teacher_default_name,teacher_default_name-_lang-encoding,teacher_has_bio,student_id,student_bdrc_id,student_default_name,student_default_name-_lang-encoding,student_has_bio
13774,P2CN574,Indrabodhi,1,NULL,321,P0RK1025,"dpal tshangs pa",1,NULL
321,P0RK1025,"dpal tshangs pa",1,NULL,322,P0RK1026,"bram ze mo (brAhmaNI)",1,NULL
322,P0RK1026,"bram ze mo (brAhmaNI)",1,NULL,323,P0RK1027,"grub pa'i rdo rje   (siddhivajra)",1,NULL
323,P0RK1027,"grub pa'i rdo rje   (siddhivajra)",1,NULL,324,P0RK1028,"rgyal po indra bo dhi bar pa",1,NULL
324,P0RK1028,"rgyal po indra bo dhi bar pa",1,NULL,325,P0RK1029,"slob dpon u pa ma",1,NULL
325,P0RK1029,"slob dpon u pa ma",1,NULL,327,P0RK1030,"slob dpon gos bral zhabs",1,NULL
325,P0RK1029,"slob dpon u pa ma",1,NULL,888,P0RK1684,"slob dpon gcer bu pa",1,NULL
713,P0RK147,"gan pa so ston",1,NULL,326,P0RK103,"gan pa chos rgyal",1,NULL
326,P0RK103,"gan pa chos rgyal",1,NULL,723,P0RK148,"gan pa chos rin",1,NULL
326,P0RK103,"gan pa chos rgyal",1,NULL,1006,P0RK234,"pakuTTindra ratna (gan pa   dbang rin)",1,NULL
327,P0RK1030,"slob dpon gos bral zhabs",1,NULL,328,P0RK1031,"rgyal po dznyA na bo dhi",1,NULL
888,P0RK1684,"slob dpon gcer bu pa",1,NULL,328,P0RK1031,"rgyal po dznyA na bo dhi",1,NULL
329,P0RK1032,"yan lag bar ma",1,NULL,330,P0RK1033,"lha mo bung ba'i padma",1,NULL
330,P0RK1033,"lha mo bung ba'i padma",1,NULL,331,P0RK1034,"lcam legs smin",1,NULL
13774,P2CN574,Indrabodhi,1,NULL,331,P0RK1034,"lcam legs smin",1,NULL
336,P0RK1039,"rwa pa chos grags",1,NULL,341,P0RK1044,"bla ma don yod rdo rje",1,NULL
337,P0RK1040,"bsam grub rgyal mtshan",1,NULL,338,P0RK1041,"mkhas btsun a nanda dhwa dza",1,NULL
338,P0RK1041,"mkhas btsun a nanda dhwa dza",1,NULL,339,P0RK1042,"rdo rje 'chang nor bu phun   tshogs",1,NULL
339,P0RK1042,"rdo rje 'chang nor bu phun   tshogs",1,NULL,340,P0RK1043,"mkhas grub lha dbang blo gros",1,NULL
340,P0RK1043,"mkhas grub lha dbang blo gros",1,NULL,434,P0RK1151,"chos rje blo gros rab yangs",1,NULL
340,P0RK1043,"mkhas grub lha dbang blo gros",1,NULL,437,P0RK1155,"nub dgon pa sangs rgyas grags   pa",1,NULL
10554,P7875,"mchog sred",1,NULL,342,P0RK1045,"rnal 'byor pa ro zan de wa",1,NULL
342,P0RK1045,"rnal 'byor pa ro zan de wa",1,NULL,343,P0RK1046,"rnal 'byor ma bde ster ma",1,NULL
343,P0RK1046,"rnal 'byor ma bde ster ma",1,NULL,982,P4CZ15577,"slob dpon bA ling A tsar+ya",1,NULL
982,P4CZ15577,"slob dpon bA ling A tsar+ya",1,NULL,344,P0RK1047,"kha rag gi gnyos lo tsa ba",1,NULL
344,P0RK1047,"kha rag gi gnyos lo tsa ba",1,NULL,345,P0RK1048,"rdo rje bla ma",1,NULL
982,P4CZ15577,"slob dpon bA ling A tsar+ya",1,NULL,345,P0RK1048,"rdo rje bla ma",1,NULL
345,P0RK1048,"rdo rje bla ma",1,NULL,346,P0RK1049,"dpal 'byung",1,NULL
345,P0RK1048,"rdo rje bla ma",1,NULL,739,P0RK1506,"gnyos ston dpal le",1,NULL
346,P0RK1049,"dpal 'byung",1,NULL,348,P0RK1050,"dpal seng (dpal ldan seng ge)",1,NULL
346,P0RK1049,"dpal 'byung",1,NULL,404,P0RK1116,"dpal ye",1,NULL
810,P0RK158,"bsgom chen",1,NULL,347,P0RK105,gnyos,1,NULL
818,P0RK159,"se rog",1,NULL,347,P0RK105,gnyos,1,NULL
347,P0RK105,gnyos,1,NULL,826,P0RK160,"yer pa bsgom seng",1,NULL
349,P0RK1053,"bla ma rin chen rgyal po",1,NULL,350,P0RK1054,"bla ma byang dar (bla ma byang   chub dar)",1,NULL
349,P0RK1053,"bla ma rin chen rgyal po",1,NULL,405,P0RK1117,"bla ma khya ra ba",1,NULL
351,P0RK1056,"mkhas btsun ye shes rin chen",1,NULL,8665,P6086,"chos kyi rin chen",1,NULL
8665,P6086,"chos kyi rin chen",1,NULL,352,P0RK1057,"dbu ma pa dpal ldan rin chen",1,NULL
358,P0RK1063,"brgyud 'dzin sangs rgyas bzang   po",1,NULL,352,P0RK1057,"dbu ma pa dpal ldan rin chen",1,NULL
352,P0RK1057,"dbu ma pa dpal ldan rin chen",1,NULL,1118,P0RK403,"byang sems bsod nams rin chen",1,NULL
353,P0RK1059,"rgyal sras stag tshangs pa",1,NULL,355,P0RK1060,"'gro mgon sangs rgyas phyar   chen",1,NULL
356,P0RK1061,"drin chen mkhas btsun sangs   rgyas",1,NULL,357,P0RK1062,"kun mkhyen saM ga bha dra",1,NULL
357,P0RK1062,"kun mkhyen saM ga bha dra",1,NULL,358,P0RK1063,"brgyud 'dzin sangs rgyas bzang   po",1,NULL
360,P0RK1065,"rngog ston byang chub dpal   grub",1,NULL,361,P0RK1066,"rje btsun shi la rasmi (rje   btsun tshul khrims 'od zer)",1,NULL
361,P0RK1066,"rje btsun shi la rasmi (rje   btsun tshul khrims 'od zer)",1,NULL,362,P0RK1067,"mkhas grub rnam rgyal mgon po",1,NULL
362,P0RK1067,"mkhas grub rnam rgyal mgon po",1,NULL,363,P0RK1068,"'jam dbyangs dbang gi rgyal po",1,NULL
363,P0RK1068,"'jam dbyangs dbang gi rgyal po",1,NULL,364,P0RK1069,"mkhas grub shAkya kun dga'",1,NULL
364,P0RK1069,"mkhas grub shAkya kun dga'",1,NULL,366,P0RK1070,"mkhan chen byams pa bzang po",1,NULL
365,P0RK107,"bdag med ma (nairAtmyA)",1,NULL,1089,P4CZ15180,"dam tshig rdo rje",1,NULL
367,P0RK1072,"rdo rje snying po   (vajragarbha)",1,NULL,368,P0RK1073,"skal ba bzang po (subhaga?)",1,NULL
420,P0RK1134,"nams dpal 'byor bsam 'grub",1,NULL,7996,P5471,"ngag dbang nyi zla bzang po",1,NULL
6214,P8224,"Vajrāsana the latter",2,5,6214,P8224,"Vajrāsana the latter",2,5
378,P0RK1086,"skyo ston sku mched",1,NULL,379,P0RK1087,"jo sras khams pa",1,NULL
379,P0RK1087,"jo sras khams pa",1,NULL,380,P0RK1088,"gnyan ston rin chen brtan pa",1,NULL
380,P0RK1088,"gnyan ston rin chen brtan pa",1,NULL,381,P0RK1089,"'od srung",1,NULL
381,P0RK1089,"'od srung",1,NULL,382,P0RK1090,"gnyan ston chos rgyal",1,NULL
382,P0RK1090,"gnyan ston chos rgyal",1,NULL,383,P0RK1091,"'dzin pa rin she",1,NULL
383,P0RK1091,"'dzin pa rin she",1,NULL,1102,P0RK378,"'jam dbyangs 'khon ston",1,NULL
1102,P0RK378,"'jam dbyangs 'khon ston",1,NULL,384,P0RK1092,"'jam dbyangs bzhi thog pa",1,NULL
384,P0RK1092,"'jam dbyangs bzhi thog pa",1,NULL,385,P0RK1093,"bla ma cha rgan dbang rgyal",1,NULL
385,P0RK1093,"bla ma cha rgan dbang rgyal",1,NULL,524,P0RK1255,"klog skya",1,NULL
6214,P8224,"Vajrāsana the latter",2,5,10847,P4CZ15245,"paN grub ye shes 'byung gnas sbas pa",2,NULL
401,P0RK1113,"rwa dkon mchog seng ge",1,NULL,388,P0RK1100,"rwa shes rab rgyal mtshan",1,NULL
388,P0RK1100,"rwa shes rab rgyal mtshan",1,NULL,389,P0RK1101,"rgya ston kun dga' brtson   'grus",1,NULL
388,P0RK1100,"rwa shes rab rgyal mtshan",1,NULL,782,P0RK1550,"dbang phyug brtson 'grus",1,NULL
782,P0RK1550,"dbang phyug brtson 'grus",1,NULL,389,P0RK1101,"rgya ston kun dga' brtson   'grus",1,NULL
389,P0RK1101,"rgya ston kun dga' brtson   'grus",1,NULL,390,P0RK1102,"mkhan chen dang ma ba",1,NULL
389,P0RK1101,"rgya ston kun dga' brtson   'grus",1,NULL,776,P0RK1545,"khams pa yon tan 'bum",1,NULL
884,P0RK1679,"mkhas pa byang chub grags",1,NULL,390,P0RK1102,"mkhan chen dang ma ba",1,NULL
390,P0RK1102,"mkhan chen dang ma ba",1,NULL,391,P0RK1103,"mkhan chen shes rdor ba",1,NULL
391,P0RK1103,"mkhan chen shes rdor ba",1,NULL,392,P0RK1104,"nyang stod arya",1,NULL
391,P0RK1103,"mkhan chen shes rdor ba",1,NULL,783,P0RK1551,"rin chen shes rab grags",1,NULL
391,P0RK1103,"mkhan chen shes rdor ba",1,NULL,885,P0RK1680,"bla ma rin chen rgya mtsho",1,NULL
730,P0RK1498,"'jam pa'i rdo rje   (manyjuvajra)",1,NULL,394,P0RK1106,"gnyis spangs zhabs",1,NULL
394,P0RK1106,"gnyis spangs zhabs",1,NULL,983,P4CZ15358,"sangs rgyas ye shes zhabs",1,NULL
988,P0RK20,"sems dpa' chen po brtson 'grus   rgya mtsho",1,NULL,395,P0RK1107,"bla ma blo gros dpal ldan",1,NULL
395,P0RK1107,"bla ma blo gros dpal ldan",1,NULL,396,P0RK1108,"'dren mchog sangs rgyas mgon   po",1,NULL
396,P0RK1108,"'dren mchog sangs rgyas mgon   po",1,NULL,3208,P1880,"Jamyang Namkha Gyeltsen",1,5
3208,P1880,"Jamyang Namkha Gyeltsen",2,5,397,P0RK1109,"sbas pa'i rnal 'byor nam mkha'   rgya mtsho",2,NULL
398,P0RK1110,"chos rje bzang po rgyal mtshan   pa",1,NULL,397,P0RK1109,"sbas pa'i rnal 'byor nam mkha'   rgya mtsho",1,NULL
399,P0RK1111,"rdo rje 'dzin pa sangs rgyas   'od zer",1,NULL,397,P0RK1109,"sbas pa'i rnal 'byor nam mkha'   rgya mtsho",1,NULL
400,P0RK1112,"rwa dharma seng ge",1,NULL,401,P0RK1113,"rwa dkon mchog seng ge",1,NULL
390,P0RK1102,"mkhan chen dang ma ba",1,NULL,403,P0RK1115,"sems dpa' chen po bsod nams   yon tan",1,NULL
390,P0RK1102,"mkhan chen dang ma ba",1,NULL,581,P0RK1319,"gnyen po ba slob dpon kun dga'   rgya mtsho",1,NULL
403,P0RK1115,"sems dpa' chen po bsod nams   yon tan",1,NULL,899,P0RK17,"chos rje dge bzang pa",1,NULL
405,P0RK1117,"bla ma khya ra ba",1,NULL,406,P0RK1118,"bla ma bsod nams rgyal po",1,NULL
406,P0RK1118,"bla ma bsod nams rgyal po",1,NULL,407,P0RK1119,"grub chen blo gros snyan pa",1,NULL
407,P0RK1119,"grub chen blo gros snyan pa",1,NULL,408,P0RK1120,"bla ma yon tan rgyal mtshan",1,NULL
408,P0RK1120,"bla ma yon tan rgyal mtshan",1,NULL,1118,P0RK403,"byang sems bsod nams rin chen",1,NULL
1118,P0RK403,"byang sems bsod nams rin chen",1,NULL,409,P0RK1121,"'jam dbyangs kun dga' rgyal   mtshan",1,NULL
410,P0RK1123,"grwa pa thugs rje 'bum",1,NULL,411,P0RK1124,"shu la tsaNDra",1,NULL
411,P0RK1124,"shu la tsaNDra",1,NULL,412,P0RK1125,"slob dpon tshul rgyal",1,NULL
412,P0RK1125,"slob dpon tshul rgyal",1,NULL,413,P0RK1126,"mkhan po nyi ma",1,NULL
413,P0RK1126,"mkhan po nyi ma",1,NULL,414,P0RK1127,"slob dpon don bzang",1,NULL
414,P0RK1127,"slob dpon don bzang",1,NULL,415,P0RK1128,"dbus pa grub brtson",1,NULL
415,P0RK1128,"dbus pa grub brtson",1,NULL,416,P0RK1129,"ka bcu pa 'phrin las bzang po",1,NULL
416,P0RK1129,"ka bcu pa 'phrin las bzang po",1,NULL,1372,P0RK792,"bla ma blo bzang",1,NULL
836,P0RK1609,"mus chen rnam rgyal bzang po",1,NULL,419,P0RK1133,"kun bzang nyi zla",1,NULL
419,P0RK1133,"kun bzang nyi zla",1,NULL,420,P0RK1134,"nams dpal 'byor bsam 'grub",1,NULL
1230,P0RK581,"rdo rje chos (vajradharma)",1,NULL,421,P0RK1135,"mkha' 'gro las kyi dbang mo   che",1,NULL
1345,P0RK76,"chos sku kun tu bzang po   (dharmakAya samantabhadra)",1,NULL,421,P0RK1135,"mkha' 'gro las kyi dbang mo   che",1,NULL
421,P0RK1135,"mkha' 'gro las kyi dbang mo   che",1,NULL,422,P0RK1136,"pra ba ha ti",1,NULL
424,P0RK1141,"pradznyA dhwa dza (shes rab   rgyal mtshan)",1,NULL,425,P0RK1142,"phag ston shAkya mgon po",1,NULL
425,P0RK1142,"phag ston shAkya mgon po",1,NULL,426,P0RK1143,"sp ug ston dpal ldan mgon po",1,NULL
426,P0RK1143,"sp ug ston dpal ldan mgon po",1,NULL,427,P0RK1144,"mkhas grub chos rgyal mtshan",1,NULL
427,P0RK1144,"mkhas grub chos rgyal mtshan",1,NULL,428,P0RK1145,"chos rgyal bsod nams",1,NULL
428,P0RK1145,"chos rgyal bsod nams",1,NULL,429,P0RK1146,"bsod nams bkra shis",1,NULL
429,P0RK1146,"bsod nams bkra shis",1,NULL,430,P0RK1147,"rin po che gzhon nu stobs ldan   pa",1,NULL
430,P0RK1147,"rin po che gzhon nu stobs ldan   pa",1,NULL,431,P0RK1148,"bo dong tshe ring dbang po",1,NULL
431,P0RK1148,"bo dong tshe ring dbang po",1,NULL,433,P0RK1150,"srid gsum bla ma mahA maNDa   dha ra",1,NULL
1345,P0RK76,"chos sku kun tu bzang po   (dharmakAya samantabhadra)",1,NULL,432,P0RK1149,"rdo rje gzhon nu (vajrakumAra)",1,NULL
432,P0RK1149,"rdo rje gzhon nu (vajrakumAra)",1,NULL,1227,P0RK575,"gsang ba'i bdag po (guhyapati)",1,NULL
434,P0RK1151,"chos rje blo gros rab yangs",1,NULL,435,P0RK1152,"chos rje sangs rgyas rgya   mtsho",1,NULL
937,P0RK1756,"'jam dbyangs grags pa dpal   'byor",1,NULL,435,P0RK1152,"chos rje sangs rgyas rgya   mtsho",1,NULL
438,P0RK1156,"blo gros chos 'phags pa",1,NULL,999,P0RK220,"yongs 'dzin kun dga' lung rig",1,NULL
998,P0RK22,"mkhan chen nam mkha' dbang   phyug",1,NULL,441,P0RK1160,"chos rje grags pa mtha' yas",1,NULL
444,P0RK1163,"paNDi ta 'bar ba'i gtso   (paNDita jvAlapati?)",1,NULL,445,P0RK1164,"grub chen zhing gi rdo rje   (mahAsiddha kSetravajra)",1,NULL
445,P0RK1164,"grub chen zhing gi rdo rje   (mahAsiddha kSetravajra)",1,NULL,446,P0RK1165,"rngog lo chen po shes rab   grags",1,NULL
446,P0RK1165,"rngog lo chen po shes rab   grags",1,NULL,447,P0RK1166,"slob dpon bha wa",1,NULL
446,P0RK1165,"rngog lo chen po shes rab   grags",1,NULL,3960,P2274,"shes rab 'bar",1,NULL
447,P0RK1166,"slob dpon bha wa",1,NULL,1033,P0RK278,"gtsang ston smra seng",1,NULL
448,P0RK1167,"lce btsun bsod nams dpal",1,NULL,449,P0RK1168,"sprul sku dbang phyug rdo rje",1,NULL
1211,P0RK544,"bla ma rin chen dpal bzang",1,NULL,449,P0RK1168,"sprul sku dbang phyug rdo rje",1,NULL
449,P0RK1168,"sprul sku dbang phyug rdo rje",1,NULL,450,P0RK1169,"rdo rje seng ge",1,NULL
450,P0RK1169,"rdo rje seng ge",1,NULL,452,P0RK1170,"rin chen seng ge",1,NULL
451,P0RK117,"bla ma ne tshe sbal ston",1,NULL,459,P0RK118,"slob dpon bye ma lung pa",1,NULL
451,P0RK117,"bla ma ne tshe sbal ston",1,NULL,466,P0RK119,"bla ma shes rab grags",1,NULL
451,P0RK117,"bla ma ne tshe sbal ston",1,NULL,659,P0RK1409,"rta stag so ba khu dbon",1,NULL
452,P0RK1170,"rin chen seng ge",1,NULL,453,P0RK1171,"shAkya seng ge",1,NULL
453,P0RK1171,"shAkya seng ge",1,NULL,454,P0RK1172,"lce btsun grub pa'i dbang   phyug sangs rgyas seng ge",1,NULL
1409,P0RK841,"gzhon grags mchog dbyangs",1,NULL,455,P0RK1173,"mkhan chen phyogs las rnam   rgyal",1,NULL
456,P0RK1174,"dam pa rgya gar ba",1,NULL,1152,P0RK464,"gu hya",1,NULL
1152,P0RK464,"gu hya",1,NULL,457,P0RK1175,"rlan bsgom yab sras",1,NULL
457,P0RK1175,"rlan bsgom yab sras",1,NULL,458,P0RK1176,"slob dpon 'od shAk pa",1,NULL
459,P0RK118,"slob dpon bye ma lung pa",1,NULL,466,P0RK119,"bla ma shes rab grags",1,NULL
461,P0RK1183,"shrI dharma swa mi",1,NULL,1527,P0RK994,"bhikSu ku sa li pa",1,NULL
462,P0RK1184,"chos rje blo gros bzang po",1,NULL,999,P0RK220,"yongs 'dzin kun dga' lung rig",1,NULL
463,P0RK1185,"bla ma chos dpal",1,NULL,464,P0RK1186,"mkhas pa tsandra pa",1,NULL
5437,P3120,"Janglingpa Tashi Gyeltsen",2,5,999,P0RK220,"yongs 'dzin kun dga' lung rig",2,NULL
466,P0RK119,"bla ma shes rab grags",1,NULL,486,P0RK121,"gnam 'phar ba chos shes (gnam   'phar ba chos kyi shes rab)",1,NULL
1345,P0RK76,"chos sku kun tu bzang po   (dharmakAya samantabhadra)",1,NULL,467,P0RK1190,vairocana,1,NULL
1345,P0RK76,"chos sku kun tu bzang po   (dharmakAya samantabhadra)",1,NULL,468,P0RK1191,ratnasaMbhava,1,NULL
1345,P0RK76,"chos sku kun tu bzang po   (dharmakAya samantabhadra)",1,NULL,469,P0RK1192,amoghasiddhi,1,NULL
