TOL ID,TBRC RID,Primary name,Primary name encoding,Wylie name,Tibetan,Title,Wylie title,Birth year,Birth year approximate,Birth year alternate,Birth century,Death year,Death year approximate,Death year alternate,Death century,Gender,Ordinal,Wikidata ID
34,P00EGS1016742,"bstan 'dzin 'jam dbyangs, a tshogs",bo-x-ewts,"bstan 'dzin 'jam dbyangs, a tshogs",,,,,0,,,,0,,,,,
35,P00EGS1016749,shes rab zla shar,bo-x-ewts,shes rab zla shar,,,,,0,,,,0,,,,,
36,P00EGS1016778,g.yag dgra khra sbog,bo-x-ewts,g.yag dgra khra sbog,,,,,0,,,,0,,,,,
37,P00EGS1016930,bkra shis rnam rgyal,bo-x-ewts,bkra shis rnam rgyal,,,,,0,,,,0,,,,,
38,P00EGS1016932,tshe ring dpal 'byor,bo-x-ewts,tshe ring dpal 'byor,,,,,0,,,,0,,,,,
39,P00EGS1016934,rdo rje rig 'dzin,bo-x-ewts,rdo rje rig 'dzin,,,,,0,,,,0,,,,,
41,P00EGS1016942,blo bzang chos grags,bo-x-ewts,blo bzang chos grags,,,,,0,,,,0,,,,,
42,P00EGS1016948,legs bshad,bo-x-ewts,legs bshad,,,,,0,,,,0,,,,,
43,P00EGS1016953,ban de tshe ring,bo-x-ewts,ban de tshe ring,,,,,0,,,,0,,,,,
44,P00EGS1016957,tshe brtan rdo rje,bo-x-ewts,tshe brtan rdo rje,,,,,0,,,,0,,,,,
45,P00EGS1016961,thub bstan bsam grub,bo-x-ewts,thub bstan bsam grub,,,,,0,,,,0,,,,,
46,P00EGS1016970,blo bzang snyan grags,bo-x-ewts,blo bzang snyan grags,,,,,0,,,,0,,,,,
47,P00EGS1017011,sanggay,en,seng+ge,,,,,0,,,,0,,,,,
48,P00EGS1017025,jigs med dbang rgyal,bo-x-ewts,jigs med dbang rgyal,,,,,0,,,,0,,,,,
49,P00EGS1017026,blo bzang 'jam dbyangs,bo-x-ewts,blo bzang 'jam dbyangs,,,,,0,,,,0,,,,,
50,P00EGS1017029,tshe dbang rig 'dzin,bo-x-ewts,tshe dbang rig 'dzin,,,,,0,,,,0,,,,,
51,P00EGS1017036,zam gdong rin po che blo bzang bstan 'dzin,bo-x-ewts,zam gdong rin po che blo bzang bstan 'dzin,,,,,0,,,,0,,,,,
52,P00EGS1017041,lha 'brug rgyal,bo-x-ewts,lha 'brug rgyal,,,,,0,,,,0,,,,,
53,P00EGS1017046,bsam gtan rnam rgyal,bo-x-ewts,bsam gtan rnam rgyal,,,,,0,,,,0,,,,,
54,P00EGS1017053,karma gzhan phan rgya mtsho,bo-x-ewts,karma gzhan phan rgya mtsho,,,,,0,,,,0,,,,,
55,P00EGS1017062,blo bzang dar rgyas,bo-x-ewts,blo bzang dar rgyas,,,,,0,,,,0,,,,,
56,P00EGS1017075,byams pa bstan 'dzin,bo-x-ewts,byams pa bstan 'dzin,,,,,0,,,,0,,,,,
57,P00EGS1017076,kun dga' chos kyi dbang po,bo-x-ewts,kun dga' chos kyi dbang po,,,,,0,,,,0,,,,,
58,P00EGS1017103,thub bstan 'jam dbyangs,bo-x-ewts,thub bstan 'jam dbyangs,,,,,0,,,,0,,,,,
59,P00EGS1017115,"blo bzang, bya gzhung",bo-x-ewts,"blo bzang, bya gzhung",,,,,0,,,,0,,,,,
60,P00EGS1017116,skyang rtse sprul sku skye brgyud,bo-x-ewts,skyang rtse sprul sku skye brgyud,,,,,0,,,,0,,,,,
62,P00EGS1017152,Tenzin Puntsok Loden,en,bstan 'dzin phun tshogs blo ldan,,Lelung Jedrung,sle lung rje drung,,0,,,,0,,,,11,
63,P00EGS1017158,rin chen rdo rje,bo-x-ewts,rin chen rdo rje,,,,,0,,,,0,,,,,
64,P00EGS1017159,tshe ring chos 'phel,bo-x-ewts,tshe ring chos 'phel,,,,,0,,,,0,,,,,
65,P00EGS1017164,tshe ring dpal 'byor,bo-x-ewts,tshe ring dpal 'byor,,,,,0,,,,0,,,,,
66,P00EGS1017168,tshe ring stobs rgyal,bo-x-ewts,tshe ring stobs rgyal,,,,,0,,,,0,,,,,
67,P00EGS1017176,gzhan phan 'od zer,bo-x-ewts,gzhan phan 'od zer,,,,,0,,,,0,,,,,
68,P00EGS1017192,blo gros rab gsal,bo-x-ewts,blo gros rab gsal,,,,,0,,,,0,,,,,
69,P00EGS1017211,blo bzang dam chos,bo-x-ewts,blo bzang dam chos,,,,,0,,,,0,,,,,
70,P00EGS1017215,kunsang tobgeyl,en,kun bzang stobs rgyal,,,,,0,,,,0,,,,,
72,P00EGS1017240,bkra shis bstan 'dzin,bo-x-ewts,bkra shis bstan 'dzin,,,,,0,,,,0,,,,,
73,P00EGS1017291,tshe dbang,bo-x-ewts,tshe dbang,,,,,0,,,,0,,,,,
74,P00EGS1017299,chos dbyings thos bsam,bo-x-ewts,chos dbyings thos bsam,,,,,0,,,,0,,,,,
75,P00EGS1017340,bstan pa bkra shis,bo-x-ewts,bstan pa bkra shis,,,,,0,,,,0,,,,,
76,P00EGS1017344,pa sangs yon tan,bo-x-ewts,pa sangs yon tan,,,,,0,,,,0,,,,,
77,P00EGS1017348,od zer,bo-x-ewts,od zer,,,,,0,,,,0,,,,,
79,P00EGS1017394,kar.ma rdo rje,bo-x-ewts,kar.ma rdo rje,,,,,0,,,,0,,,,,
80,P00EGS1017397,byams pa lha btsun grags pa,bo-x-ewts,byams pa lha btsun grags pa,,,,,0,,,,0,,,M,,
81,P00EGS1017400,blo bzang don grub grags pa mtha' yas,bo-x-ewts,blo bzang don grub grags pa mtha' yas,,,,,0,,,1950,0,,,,,
82,P00EGS1017418,dkon mchog bstan 'dzin,bo-x-ewts,dkon mchog bstan 'dzin,,,,,0,,,,0,,,,,
83,P00EGS1017424,o rgyan chos 'phel,bo-x-ewts,o rgyan chos 'phel,,,,,0,,,,0,,,,,
85,P00EGS1017609,kun bzang chos kyi rgya mtsho,bo-x-ewts,kun bzang chos kyi rgya mtsho,,,,,0,,,,0,,,,,
87,P00EGS1017611,lang gro snang bzher,bo-x-ewts,lang gro snang bzher,,,,,0,,,,0,,,,,
88,P00EGS1017612,lang gro khrom legs,bo-x-ewts,lang gro khrom legs,,,,,0,,,,0,,,,,
89,P00EGS1017613,lig mi rgya,bo-x-ewts,lig mi rgya,,,,,0,,,,0,,,,,
90,P00EGS1017614,bshad sgrub bstan pa'i nyi ma,bo-x-ewts,bshad sgrub bstan pa'i nyi ma,,,,,0,,,,0,,,,,
91,P00EGS1017615,lang myes gzigs,bo-x-ewts,lang myes gzigs,,,,,0,,,,0,,,,,
92,P00EGS1017616,lam khri bde blag khri btsan,bo-x-ewts,lam khri bde blag khri btsan,,,,,0,,,,0,,,,,
93,P00EGS1017617,ye shes dpal,bo-x-ewts,ye shes dpal,,,,,0,,,1365,0,,,,,
94,P00EGS1017618,shAkya bsod nams,bo-x-ewts,shAkya bsod nams,,,,,0,,,,0,,,,,
95,P00EGS1017619,rong bo 'phrul gyi lde btsan,bo-x-ewts,rong po 'phrul gyi lde btsan,,,,,0,,,,0,,,,,
97,P00EGS1017621,rlangs blon khri sum rje speg lha,bo-x-ewts,rlangs blon khri sum rje speg lha,,,,,0,,,,0,,,,,
98,P00EGS1017622,rlangs blon gsal slebs,bo-x-ewts,rlangs blon gsal slebs,,,,,0,,,,0,,,,,
99,P00EGS1017623,rlangs blon bsam skyes,bo-x-ewts,rlangs blon bsam skyes,,,,,0,,,,0,,,,,
100,P00EGS1017624,rlangs a myes byang chub 'dre khol,bo-x-ewts,rlangs a myes byang chub 'dre khol,,,,,0,,,,0,,,,,
101,P00EGS1017625,gung srong gung btsan,bo-x-ewts,gung srong gung btsan,,,,633,0,,,,0,,,,,
102,P00EGS1017626,bsod nams rin chen,bo-x-ewts,bsod nams rin chen,,,,,0,,,1839,0,,,,,
103,P00EGS1017627,gyi ljang dbu dkar ba,bo-x-ewts,gyi ljang dbu dkar ba,,,,,0,,,,0,,,,,
105,P00EGS1017634,dgu khri thog sgra,bo-x-ewts,dgu khri thog sgra,,,,,0,,,,0,,,,,
106,P00EGS1017688,vibhuticandra,en,vibhuticandra,,,,,0,,,,0,,,,,
107,P00EGS1017715,arong jiacuo,en,arong jiacuo,,,,,0,,,,0,,,,,
108,P00EGS1017716,maibo,en,maibo,,,,,0,,,,0,,,,,
109,P00EGS1017864,bsod nams lhun po shes rab rgyal mtshan,bo-x-ewts,bsod nams lhun po shes rab rgyal mtshan,,,,,0,,,,0,,,,,
110,P00EGS1017865,bsam gtan bzang po,bo-x-ewts,bsam gtan bzang po,,,,,0,,,,0,,,,,
111,P00EGS1017897,bstan 'dzin,bo-x-ewts,bstan 'dzin,,,,,0,,,,0,,,,,
112,P00EGS1017898,skal bzang phun tshogs,bo-x-ewts,skal bzang phun tshogs,,,,,0,,,,0,,,,,
113,P00EGS1017899,jam dbyangs,bo-x-ewts,jam dbyangs,,,,,0,,,,0,,,,,
114,P00EGS1017900,sangs rgyas dbang 'dus,bo-x-ewts,sangs rgyas dbang 'dus,,,,,0,,,,0,,,,,
115,P00EGS1017901,hong ho,bo-x-ewts,hong ho,,,,,0,,,,0,,,,,
116,P00EGS1017902,gdugs dkar tshe ring,bo-x-ewts,gdugs dkar tshe ring,,,,,0,,,,0,,,,,
117,P00EGS1017939,ka'o he ling,bo-x-ewts,ka'o he ling,,,,,0,,,,0,,,,,
118,P00EGS1017940,hong wun hon,bo-x-ewts,hong wun hon,,,,,0,,,,0,,,,,
119,P00EGS1017941,chos 'phel,bo-x-ewts,chos 'phel,,,,,0,,,,0,,,,,
120,P00EGS1017942,li tung ud,bo-x-ewts,li tung ud,,,,,0,,,,0,,,,,
121,P00EGS1017943,bsod nams skyid,bo-x-ewts,bsod nams skyid,,,,,0,,,,0,,,F,,
122,P00EGS1017944,bu phrug,bo-x-ewts,bu phrug,,,,,0,,,,0,,,,,
123,P00EGS1017945,zla ba tshe ring,bo-x-ewts,zla ba tshe ring,,,,,0,,,,0,,,M,,
124,P00EGS1017946,dpal zhi,bo-x-ewts,dpal zhi,,,,,0,,,,0,,,,,
125,P00EGS1017947,rdo rje 'tsho,bo-x-ewts,rdo rje 'tsho,,,,,0,,,,0,,,F,,
126,P00EGS1017948,gzungs 'dus skyid,bo-x-ewts,gzungs 'dus skyid,,,,,0,,,,0,,,F,,
127,P00EGS1017949,chos 'phel,bo-x-ewts,chos 'phel,,,,,0,,,,0,,,,,
129,P00EGS1017951,skal bzang don grub,bo-x-ewts,skal bzang don grub,,,,,0,,,,0,,,,,
130,P00EGS1017952,sangs rgyas mkhar,bo-x-ewts,sangs rgyas mkhar,,,,,0,,,,0,,,,,
131,P00EGS1017967,rab brtan,bo-x-ewts,rab brtan,,,,,0,,,,0,,,,,
132,P00EGS1017968,dkon mchog,bo-x-ewts,dkon mchog,,,,,0,,,,0,,,,,
133,P00EGS1017969,smyug brtse,bo-x-ewts,smyug brtse,,,,,0,,,,0,,,,,
134,P00EGS1017970,bsod phun,bo-x-ewts,bsod phun,,,,,0,,,,0,,,,,
135,P00EGS1017972,dge 'dun rgyal mtshan,bo-x-ewts,dge 'dun rgyal mtshan,,,,,0,,,,0,,,,,
136,P00EGS1017973,dpal 'byor rgyal mtshan,bo-x-ewts,dpal 'byor rgyal mtshan,,,,,0,,,,0,,,,,
137,P00EGS1017974,dpal 'byor rin chen,bo-x-ewts,dpal 'byor rin chen,,,,,0,,,,0,,,,,
138,P00EGS1017975,ten ne,bo-x-ewts,ten ne,,,,,0,,,1217,0,,,,,
139,P00EGS1017976,skyab be,bo-x-ewts,skyab be,,,,,0,,,,0,,,,,
140,P00EGS1017977,mang skyid,bo-x-ewts,mang skyid,,,,,0,,,,0,,,F,,
141,P00EGS1018101,gsall ba grags pa,bo-x-ewts,gsall ba grags pa,,,,,0,,,,0,,,,,
142,P00EGS1018102,phrin chos,bo-x-ewts,phrin chos,,,,,0,,,,0,,,,,
143,P00EGS1018103,dwangs grung,bo-x-ewts,dwangs grung,,,,,0,,,,0,,,,,
144,P00EGS1018104,phur rdo,bo-x-ewts,phur rdo,,,,,0,,,,0,,,,,
145,P00EGS1018106,zing po rje khri sangs sum,bo-x-ewts,zing po rje khri sangs sum,,,,,0,,,,0,,,,,
146,P00EGS1018107,thupten kunsang,bo-x-ewts,thub bstan kun bzang,,,,,0,,,,0,,,,,
147,P00EGS1018108,bkra shis sgrol ma,bo-x-ewts,bkra shis sgrol ma,,,,,0,,,,0,,,F,,
148,P00EGS1018109,snying mo rgyal,bo-x-ewts,snying mo rgyal,,,,,0,,,,0,,,,,
149,P00EGS109637,thub bstan byams pa tshul khrims bstan 'dzin,bo-x-ewts,thub bstan byams pa tshul khrims bstan 'dzin,,Purchok,phur lcog,,0,,,,0,,,,4,
150,P00JR2402,sangs rgyas rdo rje,bo-x-ewts,sangs rgyas rdo rje,,,,,0,,,,0,,,,,
151,P00JR2403,nam mkha' bkra shis,bo-x-ewts,nam mkha' bkra shis,,,,,0,,,,0,,,,,
152,P00JR2404,bkra shis blo gros,bo-x-ewts,bkra shis blo gros,,,,,0,,,,0,,,,,
153,P00JR2405,byang chub rgyal mtshan,bo-x-ewts,byang chub rgyal mtshan,,,,,0,,,,0,,,,,
154,P00JR2406,chos nyid rang grol,bo-x-ewts,chos nyid rang grol,,,,,0,,,,0,,,,,
156,P00JR689,mdo sngags bstan 'dzin,bo-x-ewts,mdo sngags bstan 'dzin,,,,,0,,,,0,,,,,
157,P00JR822,kun bzang stobs chen,bo-x-ewts,kun bzang stobs chen,,,,,0,,,,0,,,M,,
158,P00JR884,u rgyan lhun grub,bo-x-ewts,u rgyan lhun grub,,,,,0,,,,0,,,,,
159,P00KG010,chi med tshe ring,bo-x-ewts,chi med tshe ring,,,,,0,,,,0,,,,,
160,P00KG010086,pad+ma 'phrin las gling pa,bo-x-ewts,pad+ma 'phrin las gling pa,,,,,0,,,,0,,,M,,
161,P00KG010087,ra chung 'phrin lo,bo-x-ewts,ra chung 'phrin lo,,,,,0,,,,0,,,,,
162,P00KG010088,bsod nams sgrol ma,bo-x-ewts,bsod nams sgrol ma,,,,,0,,,,0,,,F,,
163,P00KG010091,tashi tsering,en,bkra shis tshe ring,,,,,0,,,,0,,,,,
164,P00KG010094,damchoe chophel,en,dam chos chos 'phel,,,,,0,,,,0,,,,,
165,P00KG010267,snying dkar rgyal,bo-x-ewts,snying dkar rgyal,,,,,0,,,,0,,,M,,
166,P00KG010268,ban de skyabs,bo-x-ewts,ban de skyabs,,,,,0,,,,0,,,M,,
167,P00KG01064,tshe ring 'bum,bo-x-ewts,tshe ring 'bum,,,,,0,,,,0,,,,,
168,P00KG01065,dbang drag rdo rje,bo-x-ewts,dbang drag rdo rje,,,,1973,0,,,,0,,,M,,
169,P00KG01086,pad+ma tshe ring,bo-x-ewts,pad+ma tshe ring,,,,1958,0,,,,0,,,,,
170,P00KG011,jam dbyangs blo gros,bo-x-ewts,jam dbyangs blo gros,,,,,0,,,,0,,,,,
171,P00KG012,ngag dbang zla grags,bo-x-ewts,ngag dbang zla grags,,,,,0,,,,0,,,,,
172,P00KG014,tsho byed thogs med,bo-x-ewts,tsho byed thogs med,,,,,0,,,,0,,,,,
173,P00KG0160,bkra shis chos lung,bo-x-ewts,bkra shis chos lung,,,,,0,,,,0,,,,,
174,P00KG0161,dgon gnas rgyal,bo-x-ewts,dgon gnas rgyal,,,,,0,,,,0,,,,,
175,P00KG01611,mahakaruna,en,mahakaruna,,,,,0,,,,0,,,,,
177,P00KG019,od zer rgya mtsho,bo-x-ewts,od zer rgya mtsho,,,,,0,,,,0,,,,,
178,P00KG0217,grags pa rgyal mtshan,bo-x-ewts,grags pa rgyal mtshan,,,,,0,,,,0,,,,,
179,P00KG0218,mnyam med dmu la 'dul ba,bo-x-ewts,mnyam med dmu la 'dul ba,,,,,0,,,,0,,,,,
180,P00KG0221,rin chen rgyal mtshan,bo-x-ewts,rin chen rgyal mtshan,,,,,0,,,,0,,,,,
181,P00KG0222,nyi ri shel bzhin,bo-x-ewts,nyi ri shel bzhin,,,,,0,,,,0,,,,,
182,P00KG02332,dbang rgyal,bo-x-ewts,dbang rgyal,,,,,0,,,,0,,,M,,
183,P00KG02657,pel ldan gnas drug,bo-x-ewts,pal ldan gnas drug,,,,,0,,,,0,,,M,,
184,P00KG02659,d+harma gzi brjid,bo-x-ewts,d+harma gzi brjid,,,,,0,,,,0,,,,,
185,P00KG02663,ta thA ga ta rak+Shi ta,bo-x-ewts,ta thA ga ta rak+Shi ta,,,,,0,,,,0,,,,,
186,P00KG02664,ri sul gyi rnal 'byor ma,bo-x-ewts,ri sul gyi rnal 'byor ma,,,,,0,,,,0,,,F,,
187,P00KG02741,rnam thar rgyal,bo-x-ewts,rnam thar rgyal,,,,,0,,,,0,,,,,
188,P00KG02742,blo bzang don grub,bo-x-ewts,blo bzang don grub,,,,,0,,,,0,,,,,
191,P00KG02778,ngag dbang rgyal po,bo-x-ewts,ngag dbang rgyal po,,,,,0,,,,0,,,,,
192,P00KG02779,legs bshad thogs med,bo-x-ewts,legs bshad thogs med,,,,,0,,,,0,,,,,
193,P00KG02780,zla ba rgyal mtshan,bo-x-ewts,zla ba rgyal mtshan,,,,,0,,,,0,,,,,
196,P00KG02839,"fuchs, rosemarie",en,"fuchs, rosemarie",,,,,0,,,,0,,,F,,
200,P00KG02843,karma legs bshad sgra dbyangs,bo-x-ewts,karma legs bshad sgra dbyangs,,,,,0,,,,0,,,,,
201,P00KG02844,sgrol dkar chung chung,bo-x-ewts,sgrol dkar chung chung,,,,,0,,,,0,,,F,,
202,P00KG02849,tshul khrims rgya mtsho,bo-x-ewts,tshul khrims rgya mtsho,,,,,0,,,,0,,,,,
203,P00KG02850,bzod pa phrin las,bo-x-ewts,bzod pa phrin las,,,,,0,,,,0,,,,,
204,P00KG02860,"trisoglio, alex",en,"trisoglio, alex",,,,,0,,,,0,,,,,
205,P00KG02901,mi bsyod rdo rje,bo-x-ewts,mi bsyod rdo rje,,,,,0,,,,0,,,,,
206,P00KG03164,a thu la badz+ra,bo-x-ewts,a thu la badz+ra,,,,,0,,,,0,,,,,
207,P00KG03239,bsod nams grags pa,bo-x-ewts,bsod nams grags pa,,,,,0,,,,0,,,,,
208,P00KG03602,o rgyan shes rab,bo-x-ewts,o rgyan shes rab,,,,,0,,,,0,,,,,
209,P00KG03660,tshe ring sgrol dkar,bo-x-ewts,tshe ring sgrol dkar,,,,,0,,,,0,,,F,,
210,P00KG03662,sher bzang ngag dbang,bo-x-ewts,sher bzang ngag dbang,,,,,0,,,,0,,,,,
211,P00KG03665,bskal bzang nyi ma,bo-x-ewts,bskal bzang nyi ma,,,,,0,,,,0,,,,,
212,P00KG03670,kun legs dbang mo,bo-x-ewts,kun legs dbang mo,,,,,0,,,,0,,,F,,
213,P00KG03674,gser rta tshul khrims,bo-x-ewts,gser rta tshul khrims,,,,,0,,,,0,,,,,
214,P00KG03689,rin chen don 'grub,bo-x-ewts,rin chen don 'grub,,,,,0,,,,0,,,,,
215,P00KG03693,rta mgrin rdo rje,bo-x-ewts,rta mgrin rdo rje,,,,,0,,,,0,,,,,
217,P00KG03707,gu ru rdo rje,bo-x-ewts,gu ru rdo rje,,,,,0,,,,0,,,,,
218,P00KG03719,khrag 'thung rdo rje,bo-x-ewts,khrag 'thung rdo rje,,,,,0,,,,0,,,,,
219,P00KG03790,dkon mchog rgyal mtshan,bo-x-ewts,dkon mchog rgyal mtshan,,,,,0,,,,0,,,M,,
220,P00KG03800,bsod nams snyan grags,bo-x-ewts,bsod nams snyan grags,,,,,0,,,,0,,,M,,
221,P00KG03801,shes rab go cha,bo-x-ewts,shes rab go cha,,,,,0,,,,0,,,,,
222,P00KG03802,tshe dbang rdo rje,bo-x-ewts,tshe dbang rdo rje,,,,,0,,,,0,,,M,,
223,P00KG03803,nam mkha' dri med,bo-x-ewts,nam mkha' dri med,,,,,0,,,,0,,,M,,
224,P00KG03804,kun dga' bsod nams rdo rje,bo-x-ewts,kun dga' bsod nams rdo rje,,,,,0,,,,0,,,,,
225,P00KG03805,rtsi nang dbyings rig,bo-x-ewts,rtsi nang dbyings rig,,,,,0,,,,0,,,M,,
226,P00KG03806,shes rab gsal byed,bo-x-ewts,shes rab gsal byed,,,,,0,,,,0,,,M,,
227,P00KG03808,smon lam 'od zer,bo-x-ewts,smon lam 'od zer,,,,,0,,,,0,,,,,
228,P00KG03817,suo dai,bo-x-ewts,suo dai,,,,,0,,,,0,,,M,,
229,P00KG03883,chos kyi rdo rje,bo-x-ewts,chos kyi rdo rje,,,,,0,,,,0,,,M,,
230,P00KG03893,ye shes phun tshogs,bo-x-ewts,ye shes phun tshogs,,,,,0,,,,0,,,M,,
231,P00KG03924,"bobrovnikov, a. alekshandrovich",en,"bobrovnikov, a. alekshandrovich",,,,,0,,,1865,0,,,M,,
233,P00KG03959,chos skyong rgyal po,bo-x-ewts,chos skyong rgyal po,,,,,0,,,,0,,,M,,
234,P00KG04015,bsam gtan mi pham chos kyi rgya   mtsho,bo-x-ewts,bsam gtan mi pham chos kyi rgya   mtsho,,,,,0,,,,0,,,M,,
235,P00KG04016,dbang grags rdo rje,bo-x-ewts,dbang grags rdo rje,,,,,0,,,,0,,,M,,
236,P00KG04017,pad+ma phrin las rdo rje,bo-x-ewts,pad+ma phrin las rdo rje,,,,,0,,,,0,,,M,,
237,P00KG04063,blo bzang sbyin pa,bo-x-ewts,blo bzang sbyin pa,,,,,0,,,,0,,,M,,
238,P00KG04065,bstan 'dzin nyi ma,bo-x-ewts,bstan 'dzin nyi ma,,,,,0,,,,0,,,M,,
239,P00KG04069,ayu vajra,bo-x-ewts,tshe ring rdo rje,,,,,0,,,,0,,,,,
240,P00KG0612,bstan 'phel,bo-x-ewts,bstan 'phel,,,,,0,,,,0,,,,,
241,P00KG0621,bkra shis chos dar,bo-x-ewts,bkra shis chos dar,,,,,0,,,,0,,,,,
242,P00KG0634,hri kong hreng,bo-x-ewts,hri kong hreng,,,,,0,,,,0,,,,,
243,P00KG0636,zla ba tshe ring,bo-x-ewts,zla ba tshe ring,,,,,0,,,,0,,,,,
244,P00KG0637,bstan 'dzin rnam rgyal,bo-x-ewts,bstan 'dzin rnam rgyal,,,,,0,,,,0,,,,,
245,P00KG07267,sarba dz+nyA de ba,bo-x-ewts,sarba dz+nyA de ba,,,,,0,,,,0,,,M,,
246,P00KG07596,ngag dbang thub bstan,bo-x-ewts,ngag dbang thub bstan,,,,1973,0,,,,0,,,M,,
247,P00KG07601,tshe ring don grub,bo-x-ewts,tshe ring don grub,,,,,0,,,,0,,,M,,
248,P00KG07602,bstan 'dzin don grub,bo-x-ewts,bstan 'dzin don grub,,,,,0,,,,0,,,M,,
249,P00KG07604,ting 'dzin,bo-x-ewts,ting 'dzin,,,,,0,,,,0,,,,,
250,P00KG07605,gter chen rin po che,bo-x-ewts,gter chen rin po che,,,,,0,,,,0,,,M,,
251,P00KG07607,chos dbyings rang grol,bo-x-ewts,chos dbyings rang grol,,,,1872,0,,,1952,0,,,M,,
252,P00KG07608,khyi shul bkra tshe,bo-x-ewts,khyi shul bkra tshe,,,,,0,,,,0,,,M,,
253,P00KG07609,a 'dzi bza' ba lo,bo-x-ewts,a 'dzi bza' ba lo,,,,,0,,,,0,,,F,,
254,P00KG07611,tshe ring bsam grub,bo-x-ewts,tshe ring bsam grub,,,,,0,,,,0,,,M,,
255,P00KG07612,gar chos,bo-x-ewts,gar chos,,,,,0,,,,0,,,M,,
256,P00KG07632,tshe ring dbyangs skyid,bo-x-ewts,tshe ring dbyangs skyid,,,,,0,,,,0,,,F,,
257,P00KG07634,tshogs rgyal,bo-x-ewts,tshogs rgyal,,,,,0,,,,0,,,M,,
258,P00KG07637,mkhas grub,bo-x-ewts,mkhas grub,,,,,0,,,,0,,,M,,
259,P00KG07867,chi med 'od gsal,bo-x-ewts,chi med 'od gsal,,,,,0,,,,0,,,M,,
260,P00KG07868,dhondup chokyi nyima,en,don grub nyi ma,,,,,0,,,,0,,,,,
261,P00KG07869,rig 'dzin dbang rgyal,bo-x-ewts,rig 'dzin dbang rgyal,,,,,0,,,,0,,,M,,
262,P00KG07870,phrin las dbang rgyal,bo-x-ewts,phrin las dbang rgyal,,,,,0,,,,0,,,M,,
263,P00KG07871,pad+ma dbang rgyal,bo-x-ewts,pad+ma dbang rgyal,,,,,0,,,,0,,,M,,
264,P00KG08365,mkha' 'gro 'tsho,bo-x-ewts,mkha' 'gro 'tsho,,,,,0,,,,0,,,F,,
